,RAC1P,SEX,EDU,PINCP_DECILE,MSP,OWN_RENT,HOUSING_TYPE
3487,9,1,1,6,1,0,3
3488,2,1,2,3,2,0,3
3489,1,1,7,8,4,0,2
3490,1,1,4,0,1,2,3
3491,1,2,8,2,6,1,1
3492,1,2,6,4,3,0,2
3493,1,2,7,4,3,0,2
3494,1,2,7,9,5,1,1
3495,1,2,5,2,5,0,2
3496,1,2,5,7,6,0,1
3497,1,2,6,3,1,2,1
3498,9,2,3,3,1,1,1
3499,6,2,1,0,4,1,1
3500,1,1,5,6,3,1,1
3501,1,1,5,1,5,0,2
3502,2,2,6,6,1,0,1
3503,1,1,4,1,4,0,1
3504,1,2,10,2,1,0,3
3505,1,1,8,3,1,2,3
3506,7,1,5,8,1,1,1
3507,1,1,3,8,1,0,3
3508,8,2,6,6,1,0,1
3509,1,1,7,0,1,0,1
3510,2,2,6,2,6,0,3
3511,8,2,3,2,4,1,1
3512,1,2,9,9,6,2,1
3513,1,2,5,8,1,1,1
3514,1,2,4,1,6,0,1
3515,2,2,10,2,1,0,3
3516,1,2,10,0,1,0,3
3517,1,2,6,8,4,1,1
3518,1,1,6,6,6,1,3
3519,5,2,10,7,3,1,1
3520,1,1,5,2,1,1,1
3521,6,1,4,9,1,1,1
3522,1,2,5,4,3,0,3
3523,2,2,7,3,1,0,1
3524,9,1,9,0,1,0,3
3525,1,1,5,3,4,2,1
3526,1,2,9,2,1,0,3
3527,4,1,5,4,6,1,1
3528,1,2,3,5,1,0,1
3529,1,2,5,5,5,2,1
3530,9,2,10,4,1,2,1
3531,1,2,9,1,1,0,3
3532,1,2,10,1,1,0,3
3533,1,2,10,8,3,1,1
3534,1,1,4,1,6,2,1
3535,3,2,7,4,1,2,1
3536,2,2,8,2,6,1,1
3537,1,2,5,0,2,0,1
3538,8,2,8,8,3,1,1
3539,1,1,2,2,1,0,1
3540,9,2,11,9,5,0,1
3541,1,1,1,3,3,0,1
3542,4,1,7,3,6,0,1
3543,8,1,6,3,3,2,1
3544,1,1,9,1,1,0,3
3545,1,2,5,2,4,0,1
3546,1,2,5,1,6,2,1
3547,1,2,11,3,6,0,1
3548,8,1,7,8,1,1,1
3549,1,2,5,5,6,0,2
3550,1,2,5,6,1,1,1
3551,1,2,4,5,5,1,1
3552,2,2,7,5,4,2,1
3553,1,1,5,4,6,2,1
3554,1,2,4,9,5,0,1
3555,2,2,2,2,5,2,1
3556,1,1,5,6,5,0,2
3557,7,1,9,3,6,2,1
3558,1,2,5,1,3,1,1
3559,6,1,7,4,6,1,1
3560,5,2,7,0,3,0,1
3561,1,1,8,5,6,2,2
3562,1,1,11,1,1,0,3
3563,1,2,4,5,4,1,1
3564,2,1,5,5,4,1,1
3565,1,1,4,1,3,0,1
3566,1,1,5,0,4,1,1
3567,3,1,9,0,1,0,3
3568,6,1,5,3,1,1,1
3569,1,1,6,5,6,1,1
3570,1,2,10,1,1,0,3
3571,1,1,4,3,1,2,1
3572,2,2,4,2,1,1,1
3573,1,1,9,3,6,2,1
3574,1,1,7,0,2,2,1
3575,1,1,8,2,5,1,1
3576,5,1,12,9,5,0,1
3577,8,1,10,4,1,0,1
3578,1,2,7,4,6,0,1
3579,2,1,9,2,6,0,1
3580,1,1,7,3,1,0,3
3581,1,2,4,5,3,2,1
3582,1,2,7,3,1,1,1
3583,1,1,7,2,1,0,1
3584,9,1,2,5,5,0,1
3585,1,1,7,3,6,0,1
3586,9,2,4,3,1,0,1
3587,9,2,3,5,3,2,1
3588,1,2,5,1,1,1,1
3589,1,2,5,1,1,1,1
3590,9,1,7,4,5,0,1
3591,1,1,7,9,3,0,1
3592,1,1,3,5,6,2,3
3593,1,2,5,2,1,0,1
3594,9,1,2,5,2,2,1
3595,2,2,9,5,3,0,2
3596,1,1,5,1,2,1,1
3597,2,1,11,8,6,0,1
3598,2,1,11,6,1,1,1
3599,1,2,7,6,2,0,2
3600,1,1,9,2,1,0,3
3601,1,1,5,8,1,1,1
3602,2,2,5,3,6,0,2
3603,1,2,4,0,1,2,1
3604,1,2,2,1,6,1,1
3605,1,2,8,1,1,1,1
3606,1,2,5,8,2,1,1
3607,2,2,5,2,4,0,3
3608,1,2,4,7,6,2,1
3609,1,2,2,5,3,2,1
3610,6,2,4,0,1,0,1
3611,1,2,9,1,1,0,3
3612,1,2,8,5,4,0,1
3613,9,2,4,2,6,1,1
3614,1,1,5,0,3,0,1
3615,1,2,5,2,1,1,1
3616,1,1,5,6,4,1,1
3617,8,1,1,5,3,2,3
3618,6,1,4,4,1,0,3
3619,1,2,3,0,6,2,2
3620,9,1,7,1,3,2,1
3621,9,1,8,5,3,0,1
3622,4,2,7,1,2,0,1
3623,1,1,8,3,6,0,3
3624,9,1,4,0,3,2,1
3625,2,1,12,8,3,0,1
3626,1,1,9,0,1,0,3
3627,6,2,3,1,6,2,1
3628,2,1,4,5,3,0,1
3629,4,2,11,5,1,1,1
3630,2,2,5,0,5,0,3
3631,6,1,3,7,4,1,1
3632,1,2,6,4,1,2,1
3633,1,1,8,8,4,0,1
3634,2,2,6,2,6,0,2
3635,1,1,7,5,6,1,1
3636,1,2,8,3,3,0,2
3637,8,2,2,5,3,1,2
3638,1,1,7,1,4,0,2
3639,1,1,3,0,5,2,1
3640,8,1,12,4,2,1,1
3641,1,1,9,2,1,0,3
3642,8,2,2,4,6,0,2
3643,1,2,4,4,3,1,1
3644,6,2,1,6,1,0,3
3645,7,1,11,2,1,0,1
3646,1,2,3,7,3,2,1
3647,1,2,1,9,3,2,1
3648,1,1,10,0,1,0,3
3649,2,1,11,1,1,0,3
3650,1,2,11,1,2,1,1
3651,2,1,8,0,3,0,3
3652,2,1,2,8,1,1,1
3653,1,2,6,4,1,1,1
3654,1,2,3,3,6,2,1
3655,1,1,3,0,6,1,1
3656,1,1,5,8,1,0,1
3657,1,1,3,2,1,2,1
3658,1,2,4,5,4,2,3
3659,1,2,6,2,6,1,2
3660,9,1,1,1,3,0,1
3661,1,2,5,2,3,1,1
3662,9,2,5,6,4,0,1
3663,2,2,5,2,5,0,3
3664,1,1,6,4,6,0,1
3665,6,1,7,3,1,0,3
3666,9,1,7,1,4,1,3
3667,1,2,5,2,4,0,1
3668,3,2,10,2,1,0,3
3669,1,1,12,7,1,1,1
3670,1,1,3,3,1,2,1
3671,9,2,6,2,2,1,1
3672,1,2,7,7,1,0,1
3673,1,1,8,5,6,1,1
3674,2,2,8,6,4,0,1
3675,2,1,1,0,1,0,1
3676,6,2,4,1,1,0,3
3677,1,2,7,2,1,2,1
3678,1,2,4,2,1,1,1
3679,1,2,3,6,1,1,1
3680,1,2,10,6,4,1,1
3681,1,2,6,4,4,1,1
3682,1,1,2,6,4,2,3
3683,1,2,1,7,1,0,3
3684,2,2,9,7,5,2,3
3685,1,1,7,2,3,1,1
3686,2,2,2,4,5,0,1
3687,8,1,12,9,6,0,3
3688,1,1,3,1,1,1,1
3689,2,2,9,2,1,0,3
3690,2,2,5,2,3,2,1
3691,1,1,7,8,4,0,1
3692,2,2,3,3,2,2,1
3693,1,2,9,2,4,1,1
3694,3,1,3,6,6,1,1
3695,1,1,5,4,6,1,1
3696,1,2,5,7,5,1,1
3697,1,2,5,3,2,1,1
3698,3,2,8,6,1,1,1
3699,1,1,5,0,6,1,2
3700,9,1,10,1,1,0,3
3701,1,2,5,3,4,0,1
3702,1,2,10,6,4,0,2
3703,1,2,9,2,4,1,1
3704,1,1,7,5,2,0,1
3705,1,1,2,3,6,2,1
3706,5,1,11,1,1,0,3
3707,1,2,3,3,6,0,2
3708,1,2,4,0,4,0,1
3709,2,2,2,7,6,0,3
3710,1,2,5,3,1,0,1
3711,9,2,7,3,2,0,3
3712,2,2,6,1,4,1,1
3713,6,2,5,3,1,0,3
3714,1,1,10,6,5,0,1
3715,1,1,7,6,4,2,1
3716,8,2,9,9,1,1,1
3717,1,1,8,8,5,2,1
3718,2,2,2,2,6,1,1
3719,2,1,5,7,6,1,1
3720,1,1,4,4,5,1,1
3721,1,2,9,9,3,1,1
3722,2,1,5,3,1,1,1
3723,6,2,5,2,1,2,1
3724,1,1,9,1,1,0,3
3725,1,1,3,1,4,1,1
3726,1,1,4,2,4,0,2
3727,1,1,5,0,4,1,1
3728,1,2,8,0,1,2,1
3729,1,1,7,0,3,0,1
3730,8,1,7,4,4,1,3
3731,1,2,9,6,4,0,3
3732,1,2,10,0,1,0,3
3733,1,1,9,7,1,0,1
3734,6,2,7,6,2,0,2
3735,9,2,9,0,1,0,3
3736,9,2,6,5,6,0,1
3737,6,1,9,3,1,2,1
3738,1,1,10,0,1,0,3
3739,1,1,4,4,4,2,2
3740,1,2,2,2,1,2,1
3741,1,2,8,8,1,2,1
3742,1,1,7,7,3,1,1
3743,1,1,10,3,1,2,1
3744,9,1,2,1,6,0,2
3745,1,1,3,9,1,0,1
3746,8,2,6,9,3,0,1
3747,1,2,9,2,1,0,3
3748,1,2,9,2,1,0,3
3749,4,1,9,6,1,0,1
3750,2,2,12,1,6,2,1
3751,1,2,6,8,1,1,1
3752,6,1,2,6,1,0,1
3753,2,2,6,7,1,2,1
3754,1,1,5,7,1,1,1
3755,1,1,4,1,6,0,1
3756,1,1,4,7,6,2,1
3757,1,1,5,2,3,0,3
3758,1,2,10,9,4,1,1
3759,9,1,3,0,5,1,2
3760,1,2,5,1,3,1,1
3761,9,2,3,6,1,1,1
3762,8,2,10,6,2,2,1
3763,1,2,4,6,2,0,1
3764,2,2,9,1,1,0,3
3765,1,1,9,1,1,0,3
3766,1,2,9,2,1,0,3
3767,1,1,3,3,3,0,1
3768,2,2,8,6,6,0,1
3769,1,2,7,5,4,0,1
3770,1,2,8,7,3,1,1
3771,1,2,5,3,2,0,3
3772,1,2,7,3,1,2,1
3773,1,1,7,6,4,2,2
3774,1,2,3,9,1,2,1
3775,1,2,5,8,1,0,1
3776,1,2,5,2,1,2,1
3777,9,1,8,9,1,0,1
3778,1,2,8,5,1,2,1
3779,2,1,4,1,3,0,2
3780,8,2,9,7,2,1,1
3781,2,2,9,2,1,0,3
3782,2,1,5,4,1,0,1
3783,1,2,2,8,2,1,1
3784,8,1,8,2,5,1,3
3785,1,2,12,8,5,1,1
3786,8,2,12,3,1,1,1
3787,1,1,5,3,1,0,1
3788,2,2,11,0,1,0,3
3789,1,1,6,2,1,2,1
3790,1,1,5,0,1,1,1
3791,2,2,7,1,6,2,1
3792,1,2,3,6,6,1,1
3793,1,1,4,4,6,2,1
3794,1,1,10,2,1,0,3
3795,7,2,5,7,3,1,1
3796,1,2,4,0,6,1,3
3797,1,1,4,4,5,0,1
3798,1,1,7,6,1,0,1
3799,1,1,1,2,5,1,1
3800,1,2,2,7,4,2,1
3801,1,1,2,1,6,0,1
3802,8,1,5,4,1,2,1
3803,9,1,3,1,6,1,3
3804,1,1,4,4,5,0,1
3805,1,2,6,0,6,0,2
3806,1,1,6,1,1,1,1
3807,9,2,1,8,1,0,3
3808,1,2,4,5,1,0,2
3809,2,1,4,9,5,2,1
3810,1,1,8,0,3,1,1
3811,1,1,10,0,1,0,3
3812,7,1,10,1,1,0,1
3813,1,2,2,4,3,2,1
3814,1,1,7,5,5,1,1
3815,4,1,5,3,3,0,3
3816,1,2,12,1,1,1,2
3817,6,1,8,4,5,1,1
3818,1,1,5,8,5,0,3
3819,1,1,4,2,5,0,3
3820,1,1,5,3,4,1,1
3821,9,1,7,4,2,0,3
3822,8,1,6,3,6,0,3
3823,9,1,4,7,6,0,1
3824,1,2,3,5,2,0,2
3825,1,2,8,6,1,2,1
3826,1,2,6,0,2,1,1
3827,2,2,2,3,3,1,1
3828,8,1,5,7,6,2,1
3829,7,1,9,4,1,0,1
3830,1,1,5,9,6,1,1
3831,1,1,5,1,1,0,1
3832,6,1,8,0,4,0,3
3833,9,2,4,2,3,1,1
3834,6,2,7,3,1,0,3
3835,1,2,7,3,6,2,2
3836,1,1,7,0,6,0,1
3837,1,1,3,9,2,0,1
3838,2,2,10,2,1,0,3
3839,1,2,9,2,1,0,3
3840,1,1,7,1,1,2,3
3841,4,1,5,0,4,2,1
3842,1,1,5,6,1,0,1
3843,1,1,5,1,5,2,1
3844,1,2,11,1,4,1,1
3845,1,2,4,3,4,2,3
3846,7,2,8,6,4,0,1
3847,9,2,4,3,1,2,3
3848,1,1,5,2,1,0,1
3849,9,2,4,2,6,1,2
3850,1,2,3,4,6,0,1
3851,1,2,1,6,1,1,1
3852,9,1,2,7,5,0,2
3853,8,2,1,0,4,0,1
3854,8,2,5,2,6,1,1
3855,1,1,3,2,2,1,1
3856,2,1,6,6,2,1,1
3857,7,2,12,4,3,1,1
3858,9,2,4,4,5,0,1
3859,9,2,4,8,1,0,1
3860,1,1,5,6,1,1,1
3861,2,2,3,2,4,2,1
3862,1,1,8,5,6,0,2
3863,8,2,5,2,1,1,1
3864,7,1,7,3,1,2,1
3865,1,2,1,0,3,0,2
3866,1,2,3,1,5,1,1
3867,1,2,4,1,1,2,1
3868,1,1,5,0,3,2,1
3869,7,2,10,3,4,1,1
3870,1,1,10,4,1,0,1
3871,1,2,5,5,5,2,1
3872,5,1,1,2,5,0,2
3873,1,2,4,1,3,0,1
3874,1,1,4,1,1,0,1
3875,5,1,5,0,4,0,1
3876,1,2,5,6,6,0,1
3877,2,1,1,9,5,1,1
3878,1,1,9,1,1,0,1
3879,1,1,7,7,1,2,1
3880,1,2,5,6,3,0,2
3881,2,2,5,5,5,0,1
3882,1,2,7,1,4,0,3
3883,2,1,9,1,1,2,1
3884,6,2,5,0,3,0,1
3885,1,1,3,2,3,1,1
3886,1,2,4,2,3,2,1
3887,7,1,12,6,1,0,1
3888,2,2,1,0,6,0,3
3889,2,2,5,5,6,0,3
3890,2,1,1,4,6,0,3
3891,8,1,1,7,6,1,2
3892,1,2,4,7,1,0,3
3893,3,2,9,9,2,2,3
3894,9,1,2,2,2,0,3
3895,1,2,10,4,2,1,1
3896,1,1,5,1,1,0,1
3897,1,2,4,6,5,2,1
3898,1,1,5,0,1,2,1
3899,2,2,5,2,3,0,1
3900,2,2,6,4,6,1,3
3901,1,1,4,7,1,0,3
3902,1,2,4,1,3,1,1
3903,2,1,1,8,1,0,3
3904,9,1,12,4,2,1,1
3905,9,1,5,3,3,0,3
3906,1,2,7,9,5,1,1
3907,1,1,3,1,4,1,3
3908,2,1,5,1,2,2,1
3909,9,1,9,0,1,0,3
3910,1,2,7,6,4,0,1
3911,2,1,12,7,1,2,1
3912,9,1,10,4,1,1,1
3913,1,1,1,7,1,0,3
3914,8,1,1,9,4,0,1
3915,1,1,6,0,4,0,3
3916,5,1,10,5,5,0,1
3917,1,2,11,5,6,1,1
3918,1,2,9,2,1,0,3
3919,5,1,8,0,1,1,1
3920,2,1,5,6,3,1,2
3921,1,1,7,3,1,2,1
3922,1,1,3,1,6,1,1
3923,9,1,9,3,3,0,1
3924,3,1,12,2,1,1,1
3925,2,2,7,2,3,0,2
3926,2,1,5,6,3,0,1
3927,1,2,9,3,1,2,1
3928,9,1,6,2,1,0,3
3929,1,1,5,5,1,0,1
3930,2,1,3,0,2,0,1
3931,1,2,7,6,4,2,1
3932,1,1,12,0,6,1,1
3933,4,1,3,5,1,2,1
3934,1,1,1,8,1,0,3
3935,6,1,12,6,4,2,1
3936,2,1,10,0,1,0,3
3937,1,1,6,4,2,0,1
3938,1,2,4,5,5,1,1
3939,1,1,8,2,4,1,1
3940,2,1,4,3,1,0,1
3941,1,2,9,2,1,0,3
3942,1,1,3,5,1,1,1
3943,1,2,9,7,2,0,2
3944,1,1,5,0,3,1,3
3945,2,1,5,2,3,2,1
3946,1,2,6,5,1,2,1
3947,1,1,6,2,5,1,1
3948,1,1,3,0,6,0,1
3949,2,2,6,5,6,0,1
3950,2,2,6,3,1,0,1
3951,1,2,2,8,6,0,3
3952,5,1,9,2,2,0,1
3953,2,2,7,7,1,0,1
3954,1,1,3,0,1,1,1
3955,2,2,5,9,1,2,1
3956,1,2,5,2,1,2,1
3957,9,2,7,1,6,0,2
3958,2,2,9,4,6,0,3
3959,8,1,7,1,1,1,3
3960,1,2,8,2,1,2,1
3961,9,2,4,4,6,0,1
3962,2,1,10,1,1,0,3
3963,9,1,9,5,1,0,2
3964,1,1,12,0,5,0,1
3965,1,2,1,0,5,1,1
3966,4,1,8,7,1,0,1
3967,1,2,3,4,3,0,3
3968,6,2,10,1,2,1,1
3969,1,1,6,9,2,1,1
3970,2,1,7,9,6,0,1
3971,1,2,9,1,1,0,3
3972,2,1,9,2,1,0,3
3973,9,1,9,5,3,1,1
3974,2,1,4,2,4,0,1
3975,1,2,12,1,2,0,1
3976,1,1,9,4,1,1,1
3977,1,1,3,3,5,0,2
3978,1,2,7,8,5,0,1
3979,6,2,7,1,2,0,1
3980,1,2,11,3,2,0,1
3981,3,1,10,1,1,0,3
3982,1,2,6,4,2,0,3
3983,6,1,6,7,5,2,3
3984,1,1,9,1,1,0,3
3985,1,1,7,9,6,1,1
3986,2,1,5,4,5,2,1
3987,1,1,5,3,4,0,1
3988,1,1,5,5,5,2,2
3989,6,1,8,4,6,0,2
3990,1,1,3,9,6,1,1
3991,1,1,5,1,6,0,1
3992,1,1,3,4,4,2,1
3993,2,2,9,8,2,2,1
3994,1,1,5,7,1,1,1
3995,6,2,1,7,3,1,1
3996,9,2,6,9,2,0,1
3997,1,2,9,2,1,0,3
3998,2,1,6,3,5,0,3
3999,2,2,9,2,6,0,3
4000,1,2,2,5,4,0,2
4001,2,1,1,2,1,0,1
4002,1,1,8,4,2,0,1
4003,1,1,7,8,1,0,1
4004,1,1,9,5,6,0,2
4005,1,1,9,3,6,0,1
4006,1,1,4,1,1,2,1
4007,2,2,9,2,1,0,3
4008,1,1,5,0,5,1,1
4009,1,1,7,0,3,1,1
4010,8,2,7,2,1,2,2
4011,1,1,1,6,1,0,3
4012,6,1,9,7,1,1,1
4013,9,2,1,7,1,0,3
4014,1,2,7,0,6,2,3
4015,1,1,7,4,4,0,1
4016,1,1,9,6,1,2,1
4017,6,1,4,7,5,0,1
4018,7,2,10,4,1,0,1
4019,1,2,4,4,6,0,2
4020,1,2,5,3,1,1,1
4021,1,1,9,2,1,0,3
4022,1,2,3,2,6,1,1
4023,1,1,3,2,5,1,1
4024,9,1,8,5,1,1,1
4025,1,2,1,6,1,0,3
4026,2,1,7,1,1,1,1
4027,1,2,9,7,1,1,1
4028,1,2,5,8,6,0,1
4029,2,1,9,2,1,0,3
4030,1,1,8,6,5,1,1
4031,2,1,2,6,2,2,1
4032,9,1,2,7,6,0,1
4033,1,2,10,8,6,1,1
4034,1,2,5,3,4,1,2
4035,1,2,5,4,1,2,1
4036,4,2,8,2,2,1,1
4037,4,1,8,4,4,1,1
4038,1,2,12,1,1,1,1
4039,9,1,3,7,5,1,2
4040,1,1,8,5,6,1,1
4041,1,2,8,4,3,1,1
4042,1,1,5,3,1,1,1
4043,7,2,8,4,4,1,1
4044,1,2,11,0,5,1,2
4045,1,2,10,1,1,0,3
4046,6,1,8,2,1,1,1
4047,1,1,7,1,6,0,1
4048,1,1,6,5,5,2,1
4049,1,2,5,5,3,2,1
4050,1,1,1,3,5,0,1
4051,7,2,7,3,3,0,3
4052,7,1,3,5,6,1,1
4053,2,1,12,3,6,0,1
4054,1,2,9,0,1,0,3
4055,2,2,2,0,6,1,3
4056,7,1,8,3,4,0,1
4057,2,2,7,5,3,0,3
4058,5,1,8,3,4,2,1
4059,5,2,7,1,5,1,1
4060,1,1,5,7,4,1,1
4061,1,1,3,0,4,0,3
4062,1,2,9,0,1,0,3
4063,1,1,9,1,5,0,1
4064,1,2,5,1,1,2,1
4065,1,2,7,2,2,2,1
4066,1,2,6,3,6,2,1
4067,1,1,12,5,2,0,3
4068,9,2,11,6,1,1,1
4069,1,1,7,3,1,2,1
4070,1,1,9,2,1,0,3
4071,1,1,4,5,3,0,2
4072,1,2,8,1,5,2,1
4073,1,2,10,0,1,0,3
4074,1,2,8,3,1,2,1
4075,6,1,7,2,6,2,1
4076,1,1,2,7,5,0,1
4077,1,2,3,7,4,2,1
4078,1,2,7,4,4,1,1
4079,1,1,3,5,1,1,1
4080,6,1,6,1,2,0,1
4081,1,2,10,1,1,0,3
4082,2,2,9,2,1,0,3
4083,1,2,9,3,4,1,1
4084,1,2,2,5,1,0,1
4085,1,2,4,8,6,1,3
4086,1,1,5,6,1,0,1
4087,1,1,5,1,6,0,2
4088,1,2,4,1,1,2,1
4089,7,1,4,2,4,0,1
4090,4,1,5,1,1,2,1
4091,6,1,8,4,2,1,1
4092,1,2,4,3,1,1,1
4093,1,1,5,3,3,2,1
4094,1,2,10,2,1,0,1
4095,1,1,6,7,4,1,1
4096,1,2,2,4,1,0,1
4097,1,2,7,1,1,0,3
4098,2,1,11,5,6,0,2
4099,1,2,2,5,6,0,1
4100,1,2,6,0,5,1,1
4101,1,2,12,3,3,0,2
4102,1,2,10,4,2,0,1
4103,1,1,8,5,6,0,1
4104,2,1,9,7,1,0,3
4105,6,1,5,1,3,0,1
4106,1,2,9,3,1,0,1
4107,6,1,9,2,1,0,3
4108,7,2,8,9,1,0,1
4109,1,2,8,2,5,0,1
4110,1,2,2,8,4,1,1
4111,1,1,7,2,1,0,1
4112,2,2,7,6,6,0,3
4113,1,2,9,2,1,0,3
4114,1,2,10,0,1,0,3
4115,1,2,3,4,1,1,1
4116,1,2,5,1,5,1,1
4117,1,1,9,5,1,1,1
4118,2,1,7,6,2,0,1
4119,1,1,5,2,1,1,1
4120,8,1,2,7,6,1,1
4121,2,1,5,3,1,2,1
4122,1,1,7,2,4,0,3
4123,4,1,2,5,6,2,1
4124,1,2,12,6,4,0,1
4125,1,2,5,2,5,0,2
4126,9,1,11,6,1,0,1
4127,1,2,3,8,1,1,1
4128,1,1,9,2,1,0,3
4129,1,1,5,2,2,0,3
4130,5,1,5,4,1,0,1
4131,1,2,4,3,6,1,1
4132,8,2,8,3,1,1,1
4133,1,2,10,2,1,0,3
4134,8,1,7,2,1,1,1
4135,8,2,5,3,1,2,1
4136,7,1,8,4,6,2,1
4137,1,1,7,7,6,1,1
4138,1,1,7,6,4,2,1
4139,1,2,9,4,2,2,1
4140,2,2,5,1,1,0,1
4141,2,1,5,8,1,1,1
4142,1,1,5,2,1,0,1
4143,1,1,5,7,6,0,3
4144,2,1,9,0,1,0,3
4145,9,2,5,1,5,0,1
4146,1,1,5,6,1,0,3
4147,1,2,3,0,4,0,1
4148,1,1,5,1,4,0,1
4149,1,1,5,9,1,2,1
4150,4,1,1,6,1,0,3
4151,1,1,6,5,1,2,1
4152,1,2,12,5,3,1,1
4153,1,1,7,1,2,0,3
4154,2,1,8,1,4,1,1
4155,1,2,9,7,1,1,1
4156,2,2,9,2,1,0,3
4157,1,1,9,0,1,0,3
4158,1,2,9,2,1,0,3
4159,1,2,3,3,1,1,1
4160,1,1,5,0,2,0,1
4161,1,1,9,2,1,0,3
4162,1,2,5,5,4,0,1
4163,1,1,8,1,6,0,3
4164,9,1,4,0,5,2,1
4165,1,1,6,3,1,1,1
4166,1,2,2,6,5,0,1
4167,1,1,5,5,5,1,2
4168,1,2,4,4,5,0,3
4169,1,2,5,1,6,0,2
4170,1,2,2,6,1,2,1
4171,7,1,9,0,1,0,3
4172,1,1,5,0,4,1,1
4173,1,2,7,5,6,2,1
4174,1,1,2,7,1,1,1
4175,1,2,9,1,1,1,1
4176,1,1,7,9,6,2,1
4177,1,2,12,4,5,2,1
4178,1,2,1,6,1,0,3
4179,1,2,7,3,5,1,1
4180,9,1,3,0,6,2,3
4181,1,2,2,9,4,1,1
4182,1,1,9,1,1,0,3
4183,1,1,5,6,1,1,1
4184,1,1,9,0,1,0,3
4185,1,2,6,6,3,0,3
4186,8,2,2,5,4,1,1
4187,1,1,11,0,1,0,3
4188,2,2,10,5,6,0,1
4189,1,2,7,5,1,1,3
4190,1,2,5,8,6,0,1
4191,1,1,8,7,1,1,1
4192,6,1,3,0,4,0,1
4193,1,2,3,2,5,1,1
4194,7,1,7,3,6,1,1
4195,1,2,1,5,1,0,3
4196,1,1,9,0,1,0,3
4197,1,1,3,6,2,0,3
4198,1,1,5,8,3,1,1
4199,9,2,8,2,3,2,1
4200,2,1,4,1,2,2,2
4201,8,1,1,1,6,0,3
4202,1,1,7,3,3,1,1
4203,1,1,6,3,5,2,1
4204,9,2,1,1,5,0,1
4205,1,2,1,6,5,0,1
4206,2,1,11,6,3,0,1
4207,1,2,9,1,4,0,1
4208,1,1,9,0,6,0,1
4209,2,1,8,1,2,2,1
4210,9,2,8,3,1,2,1
4211,1,2,9,7,4,0,1
4212,6,2,6,4,6,2,1
4213,3,2,11,7,4,0,2
4214,1,1,9,1,1,0,3
4215,1,2,10,1,1,0,3
4216,1,2,12,3,1,1,1
4217,2,1,9,1,1,0,3
4218,9,2,3,0,1,2,1
4219,1,2,7,1,1,0,1
4220,1,1,9,6,5,1,1
4221,6,2,8,0,4,1,1
4222,1,2,9,1,1,0,3
4223,1,2,7,6,5,0,2
4224,1,2,1,9,1,0,3
4225,2,1,5,4,6,1,1
4226,1,1,2,4,1,1,3
4227,1,2,3,4,4,1,1
4228,6,2,7,3,4,1,1
4229,7,2,4,2,4,0,1
4230,2,2,10,2,1,0,3
4231,2,2,7,2,6,0,1
4232,1,2,5,0,6,1,1
4233,2,1,1,4,6,1,1
4234,1,1,6,3,2,1,1
4235,1,2,3,3,5,2,1
4236,1,2,9,1,1,0,3
4237,1,2,9,1,1,0,3
4238,1,2,8,4,6,0,1
4239,2,2,2,3,6,1,1
4240,1,2,4,3,1,0,1
4241,1,1,3,4,1,1,3
4242,1,1,4,2,2,2,1
4243,1,1,9,4,1,0,3
4244,1,2,11,6,1,2,1
4245,7,2,8,1,1,1,1
4246,1,1,5,3,4,2,1
4247,1,2,9,2,1,0,3
4248,1,2,6,2,5,1,1
4249,1,2,1,5,1,0,3
4250,1,2,4,1,1,2,3
4251,2,2,5,4,5,0,2
4252,1,2,9,3,1,2,1
4253,1,1,5,2,6,0,1
4254,1,2,9,1,1,0,3
4255,2,1,12,5,3,0,2
4256,2,1,4,8,3,2,1
4257,1,2,11,5,5,0,2
4258,9,1,2,5,2,1,1
4259,1,1,5,2,2,1,1
4260,9,2,10,7,6,0,1
4261,1,2,1,6,6,1,1
4262,6,1,11,7,1,1,1
4263,2,2,9,3,1,0,3
4264,1,1,5,7,6,1,1
4265,1,2,2,3,4,1,1
4266,1,1,4,4,1,0,1
4267,1,1,7,1,5,1,1
4268,6,1,2,7,4,0,2
4269,1,2,3,4,3,0,1
4270,2,2,3,7,6,2,2
4271,1,2,3,7,3,0,2
4272,3,1,5,4,5,2,1
4273,1,2,3,9,6,0,3
4274,1,1,9,5,5,0,2
4275,1,2,9,6,4,1,1
4276,1,1,9,6,1,1,1
4277,1,2,8,6,5,2,3
4278,1,1,6,2,1,2,1
4279,1,1,5,3,5,1,1
4280,1,1,7,3,3,1,1
4281,6,2,1,7,2,2,2
4282,1,2,7,0,3,0,3
4283,1,1,4,0,3,0,2
4284,1,1,4,3,3,0,1
4285,1,2,6,3,5,0,1
4286,1,1,7,0,1,2,1
4287,1,1,5,0,2,0,3
4288,9,1,12,5,1,0,1
4289,1,1,9,5,1,0,2
4290,1,2,8,9,2,0,2
4291,1,1,7,9,1,1,1
4292,2,1,12,3,5,1,1
4293,7,1,9,5,1,0,1
4294,2,1,6,0,3,0,1
4295,1,1,7,1,3,1,1
4296,1,1,7,4,3,0,2
4297,2,2,5,0,1,0,1
4298,1,1,5,5,6,0,2
4299,1,2,7,3,2,2,1
4300,2,2,4,5,6,0,3
4301,1,1,8,4,3,2,3
4302,2,2,12,2,1,0,1
4303,1,2,7,5,3,2,1
4304,6,1,4,2,1,0,2
4305,4,1,9,9,4,1,1
4306,9,1,10,1,1,0,3
