,SEX,RAC1P,EDU,PINCP_DECILE,MSP,OWN_RENT,HOUSING_TYPE
4616,2,1,1,1,6,0,3
4617,1,1,3,3,6,2,1
4618,2,1,2,1,1,1,1
4619,2,1,4,1,3,2,1
4620,1,7,7,0,1,1,1
4621,2,9,5,2,1,1,1
4622,1,8,2,1,6,1,1
4623,2,2,5,4,4,2,1
4624,2,2,7,5,1,2,2
4625,2,1,9,7,1,1,1
4626,1,9,6,3,1,2,1
4627,1,1,4,3,6,2,1
4628,2,2,6,9,5,2,1
4629,1,9,5,4,4,2,2
4630,1,9,7,8,3,2,1
4631,2,1,2,6,6,2,1
4632,2,1,9,5,6,2,1
4633,2,6,5,0,5,2,1
4634,1,1,8,3,1,2,1
4635,2,2,3,4,1,1,1
4636,2,2,3,4,6,1,1
4637,2,2,7,1,1,2,1
4638,2,9,12,3,4,2,1
4639,1,1,5,5,6,1,1
4640,1,1,5,3,6,1,1
4641,1,1,6,0,4,1,1
4642,2,1,9,3,1,2,1
4643,2,9,5,3,6,1,1
4644,1,1,5,2,1,2,1
4645,2,1,9,4,1,1,1
4646,2,1,6,5,1,1,1
4647,1,1,5,9,3,2,1
4648,2,9,3,4,1,1,1
4649,2,2,2,9,4,1,1
4650,1,1,3,1,6,0,1
4651,1,1,4,4,3,1,2
4652,2,1,2,1,6,2,1
4653,2,1,7,4,1,1,1
4654,1,1,9,8,5,2,1
4655,1,1,3,3,4,2,1
4656,1,9,11,3,3,2,1
4657,1,1,4,7,3,1,1
4658,1,8,5,8,6,2,1
4659,2,1,1,1,1,1,2
4660,1,2,8,3,5,2,1
4661,1,1,4,4,1,1,1
4662,2,1,2,5,6,2,1
4663,2,1,5,5,4,1,1
4664,1,1,5,4,1,2,1
4665,1,2,11,3,4,2,1
4666,1,1,5,7,2,1,1
4667,2,1,6,5,3,1,1
4668,1,1,3,3,6,1,3
4669,2,1,10,8,1,1,1
4670,1,1,5,5,3,1,1
4671,2,7,1,5,2,1,3
4672,2,1,4,4,3,0,1
4673,1,9,5,5,4,0,1
4674,2,1,5,4,1,2,1
4675,1,1,6,2,1,1,1
4676,1,1,8,6,3,0,1
4677,2,1,7,5,4,1,1
4678,1,1,7,4,5,2,1
4679,1,8,7,1,4,2,1
4680,2,2,11,7,5,2,1
4681,1,1,4,4,1,2,1
4682,1,1,4,0,6,0,1
4683,2,1,5,1,1,2,1
4684,2,9,5,0,6,2,1
4685,1,9,7,7,6,1,1
4686,2,9,3,4,1,0,1
4687,2,1,9,6,4,2,1
4688,1,2,3,5,1,1,1
4689,1,9,5,1,3,2,1
4690,2,1,5,2,3,1,2
4691,1,9,5,5,3,1,1
4692,1,9,9,3,5,2,1
4693,1,1,4,5,6,1,1
4694,1,1,5,5,5,2,1
4695,1,1,5,4,1,2,1
4696,2,2,6,2,1,2,1
4697,2,1,5,5,1,1,1
4698,2,1,7,1,6,2,1
4699,2,2,2,6,4,2,1
4700,1,1,3,4,6,1,1
4701,2,9,3,4,4,0,3
4702,2,1,5,5,3,0,1
4703,1,1,5,8,1,1,1
4704,1,1,10,8,4,1,1
4705,1,1,5,0,6,1,1
4706,2,9,5,5,1,2,1
4707,1,1,9,4,6,2,1
4708,2,9,5,2,5,2,3
4709,1,1,6,8,6,2,1
4710,2,3,3,3,2,2,3
4711,1,1,7,4,1,1,1
4712,2,2,11,4,1,2,1
4713,1,1,6,1,1,1,1
4714,1,1,3,3,6,2,1
4715,1,1,5,0,3,1,1
4716,2,1,1,1,6,1,1
4717,2,1,1,5,1,2,1
4718,2,2,9,4,4,2,1
4719,1,1,2,2,6,0,3
4720,1,9,5,2,2,1,1
4721,1,9,5,3,3,1,3
4722,1,6,5,4,2,2,1
4723,1,2,2,2,6,1,1
4724,2,2,3,4,4,2,1
4725,2,4,5,4,2,1,2
4726,1,1,5,4,4,2,1
4727,1,1,1,4,1,2,1
4728,1,2,4,1,1,1,1
4729,1,6,3,4,3,1,3
4730,2,1,6,7,3,1,1
4731,1,8,3,0,6,1,1
4732,2,9,4,2,6,2,1
4733,1,2,10,5,4,1,1
4734,2,1,1,1,6,0,1
4735,2,1,4,3,1,1,1
4736,1,1,8,6,2,2,1
4737,2,9,5,1,3,0,3
4738,1,1,1,4,3,2,2
4739,2,1,3,1,6,2,3
4740,1,1,9,5,6,2,3
4741,2,1,8,0,4,1,1
4742,1,2,5,5,3,0,1
4743,2,1,8,5,1,1,1
4744,1,1,5,4,4,2,1
4745,1,9,4,6,1,1,1
4746,1,1,3,1,4,1,1
4747,2,1,12,4,1,2,1
4748,1,1,10,7,1,1,1
4749,1,1,8,5,1,1,1
4750,1,9,6,2,4,1,1
4751,2,2,6,2,2,2,1
4752,1,8,7,3,4,1,2
4753,1,1,4,3,1,2,1
4754,2,1,5,4,2,2,1
4755,1,1,3,0,4,1,1
4756,2,2,5,5,3,2,2
4757,2,1,2,5,1,1,1
4758,1,9,5,3,4,1,3
4759,2,1,4,4,1,1,1
4760,2,9,3,4,3,2,1
4761,2,1,7,5,4,2,1
4762,1,1,4,6,1,2,1
4763,2,1,7,9,2,1,1
4764,2,1,4,0,6,0,1
4765,2,1,4,0,4,1,1
4766,2,1,5,1,4,1,1
4767,2,2,2,4,4,2,1
4768,2,2,7,4,1,1,1
4769,2,1,9,3,6,2,1
4770,2,1,5,5,4,2,1
4771,1,1,2,4,1,2,2
4772,2,1,4,6,1,1,1
4773,2,1,1,1,1,1,1
4774,1,2,4,2,4,2,1
4775,1,1,5,6,1,2,1
4776,2,1,4,2,2,0,1
4777,1,1,3,8,1,1,3
4778,2,1,7,2,1,2,1
4779,2,1,4,3,1,1,1
4780,1,2,4,4,6,0,2
4781,1,1,4,4,1,1,1
4782,2,1,3,8,4,1,1
4783,1,2,2,5,1,1,1
4784,2,1,1,2,4,1,2
4785,1,1,3,7,4,2,1
4786,2,1,8,8,6,0,1
4787,2,2,1,4,4,2,1
4788,2,1,6,3,1,1,1
4789,2,1,9,2,6,1,1
4790,1,8,5,2,1,2,1
4791,1,6,2,4,4,2,1
4792,1,1,3,1,4,0,1
4793,2,1,3,0,1,2,1
4794,2,9,2,5,4,2,3
4795,1,1,7,0,6,0,3
4796,2,2,3,3,3,2,2
4797,2,1,4,4,1,1,1
4798,1,8,1,5,1,1,1
4799,2,1,5,1,6,2,1
4800,1,2,8,7,4,1,1
4801,1,2,5,5,3,1,1
4802,1,2,4,1,2,0,3
4803,2,1,9,9,1,1,1
4804,2,1,12,8,6,2,1
4805,1,2,2,5,6,2,1
4806,2,1,9,7,6,2,1
4807,2,1,1,8,4,2,1
4808,2,1,6,4,6,1,2
4809,2,1,7,4,1,2,1
4810,2,1,5,5,1,2,1
4811,1,1,4,2,1,1,3
4812,1,1,9,1,2,0,1
4813,1,2,4,3,6,2,1
4814,1,1,5,4,1,2,1
4815,1,2,4,3,1,1,1
4816,2,6,2,3,4,0,1
4817,1,4,7,6,5,1,1
4818,2,9,3,2,1,2,1
4819,1,9,12,0,1,1,1
4820,1,1,3,5,3,0,1
4821,1,1,5,2,1,1,3
4822,2,9,9,8,4,2,1
4823,2,1,1,2,2,1,3
4824,1,2,5,2,1,0,1
4825,1,1,3,2,1,2,3
4826,2,6,4,5,2,2,1
4827,1,1,4,4,1,1,1
4828,1,9,3,5,1,0,1
4829,1,1,3,2,4,0,2
4830,1,2,10,5,4,1,1
4831,2,1,6,0,1,2,1
4832,1,3,7,7,1,1,1
4833,1,6,4,4,3,2,1
4834,1,1,5,4,1,2,1
4835,1,1,3,3,3,2,1
4836,2,1,12,4,4,2,1
4837,2,2,1,2,1,2,3
4838,2,9,7,7,1,1,1
4839,2,1,7,1,4,2,1
4840,1,9,5,1,3,2,1
4841,2,2,6,5,4,2,1
4842,2,1,3,2,4,2,1
4843,1,6,2,4,3,2,3
4844,2,1,5,3,4,2,2
4845,1,1,4,3,1,1,1
4846,1,1,7,9,2,1,1
4847,1,2,5,5,1,1,1
4848,2,1,4,3,1,2,1
4849,2,1,5,3,1,2,1
4850,2,1,4,5,1,1,1
4851,1,9,3,5,3,2,3
4852,2,1,1,2,6,0,1
4853,1,1,3,7,1,2,1
4854,1,9,6,4,5,1,1
4855,2,8,9,1,1,1,1
4856,1,2,6,3,1,1,1
4857,1,1,8,3,6,2,2
4858,1,1,5,5,3,1,1
4859,2,2,4,1,6,2,1
4860,2,1,7,0,3,2,1
4861,1,2,7,2,4,2,2
4862,1,9,2,1,2,1,1
4863,1,1,3,1,3,0,1
4864,1,1,5,3,4,2,2
4865,2,6,3,4,4,2,2
4866,2,1,5,4,3,2,3
4867,2,1,7,9,1,1,1
4868,1,1,12,4,3,1,1
4869,1,1,7,0,1,2,1
4870,2,1,6,7,1,1,1
4871,1,1,1,5,3,1,1
4872,2,1,5,3,6,2,1
4873,1,1,3,1,6,1,1
4874,2,1,5,3,1,2,3
4875,2,2,1,0,1,2,1
4876,1,2,5,5,4,1,1
4877,1,1,5,5,4,2,1
4878,1,2,10,3,2,2,1
4879,2,1,2,6,4,2,1
4880,2,9,6,3,1,2,1
4881,1,1,5,2,4,1,1
4882,2,1,7,4,1,1,1
4883,1,1,4,2,3,2,1
4884,2,1,5,5,6,2,1
4885,1,1,5,4,4,2,1
4886,2,1,5,5,3,2,1
4887,1,2,1,0,1,1,1
4888,2,9,3,3,5,1,1
4889,1,2,1,2,1,2,3
4890,2,5,9,3,5,2,1
4891,1,3,5,3,5,0,1
4892,2,1,7,6,6,2,1
4893,1,1,5,6,1,1,1
4894,1,9,3,8,4,0,1
4895,1,1,5,1,1,2,1
4896,2,1,1,0,4,0,1
4897,1,1,6,3,1,2,1
4898,1,9,7,8,2,2,1
4899,1,8,5,3,2,1,1
4900,2,6,10,9,3,1,1
4901,2,1,5,1,1,2,1
4902,1,9,3,4,2,0,3
4903,2,1,4,4,1,1,1
4904,1,1,5,4,6,2,1
4905,2,1,9,5,1,2,1
4906,1,1,5,6,1,0,1
4907,1,1,6,9,6,1,1
4908,2,2,3,5,1,2,1
4909,2,1,4,2,4,1,3
4910,2,1,5,7,1,1,1
4911,2,1,6,9,5,1,1
4912,2,2,6,1,1,2,1
4913,2,1,11,2,6,1,1
4914,2,9,2,5,1,1,3
4915,2,9,7,4,4,2,1
4916,2,9,4,1,2,0,3
4917,2,1,12,8,3,2,1
4918,1,1,5,2,5,0,1
4919,1,6,4,0,6,1,1
4920,2,6,7,4,3,1,1
4921,2,9,1,3,4,1,1
4922,2,1,1,4,5,2,1
4923,2,9,5,5,2,2,3
4924,2,1,2,5,2,2,3
4925,2,8,3,4,2,1,2
4926,2,1,4,5,5,2,1
4927,2,1,8,7,6,2,1
4928,2,1,4,3,6,0,1
4929,1,1,4,3,1,2,1
4930,1,6,8,5,4,2,1
4931,2,9,4,5,4,2,1
4932,2,6,5,3,4,2,3
4933,2,1,4,4,2,1,3
4934,1,2,5,0,4,1,3
4935,1,1,5,5,4,0,1
4936,2,2,7,7,5,2,1
4937,1,9,8,5,1,1,1
4938,2,2,6,5,1,2,1
4939,1,6,2,3,3,1,3
4940,2,1,5,5,1,1,1
4941,2,1,4,3,1,2,1
4942,1,6,3,0,1,2,1
4943,1,5,5,5,6,1,1
4944,1,1,7,2,1,0,1
4945,1,9,7,0,3,2,1
4946,2,9,9,5,1,1,1
4947,2,9,9,6,5,2,1
4948,2,9,5,5,5,1,1
4949,1,1,7,3,1,1,1
4950,1,1,2,8,1,1,1
4951,1,1,5,4,1,1,2
4952,2,1,4,7,4,2,1
4953,1,9,5,6,6,2,3
4954,2,2,8,1,1,2,1
4955,2,8,4,5,5,1,1
4956,2,1,2,8,6,2,1
4957,1,6,10,6,1,2,1
4958,1,6,8,4,1,2,1
4959,2,1,7,5,4,2,1
4960,1,1,5,0,1,2,1
4961,1,1,7,6,6,2,1
4962,2,1,8,9,4,2,1
4963,1,9,4,7,4,1,1
4964,1,1,5,2,4,2,3
4965,2,1,1,5,1,2,1
4966,1,1,5,3,1,0,1
4967,1,1,5,3,6,1,1
4968,2,2,3,7,1,0,1
4969,2,8,5,0,4,0,2
4970,2,1,5,3,4,2,3
4971,1,1,6,9,1,2,1
4972,2,6,6,4,1,1,1
4973,1,1,4,3,2,1,1
4974,1,2,3,5,1,2,1
4975,1,6,4,2,1,2,3
4976,2,8,5,5,2,1,1
4977,1,9,5,5,3,2,1
4978,2,1,4,2,1,1,1
4979,1,9,3,5,6,0,1
4980,2,1,6,6,4,2,1
4981,1,1,8,2,5,1,1
4982,2,3,2,4,1,1,3
4983,2,8,4,1,6,2,2
4984,1,1,10,6,2,2,1
4985,2,1,5,0,1,2,1
4986,1,4,7,5,2,0,1
4987,2,1,1,9,6,1,1
4988,2,1,3,3,1,0,3
4989,1,1,5,2,1,1,1
4990,1,1,7,0,3,2,1
4991,2,2,4,3,3,1,2
4992,2,1,5,6,4,0,1
4993,1,2,2,2,1,2,1
4994,1,9,1,4,1,1,1
4995,2,1,1,5,2,1,1
4996,2,1,7,1,1,0,1
4997,2,9,1,5,6,1,3
4998,2,2,10,3,1,2,1
4999,2,2,2,1,4,2,1
5000,1,1,8,5,1,1,1
5001,2,1,7,4,5,2,1
5002,2,1,5,0,1,2,2
5003,2,5,10,6,1,2,1
5004,2,6,5,7,3,2,1
5005,2,2,4,3,1,1,3
5006,2,1,8,8,1,2,1
5007,1,1,2,5,4,0,1
5008,1,1,5,4,1,1,1
5009,1,1,5,3,2,0,1
5010,1,1,5,2,4,2,1
5011,1,1,5,5,6,1,1
5012,1,8,5,5,4,1,1
5013,2,1,1,1,1,1,1
5014,2,1,6,5,4,1,1
5015,1,1,6,3,6,2,1
5016,2,9,2,5,4,1,1
5017,2,1,2,6,2,1,1
5018,1,9,9,8,1,2,1
5019,2,6,5,2,4,2,1
5020,2,1,4,5,5,1,1
5021,1,9,5,5,3,2,3
5022,2,8,5,6,6,1,1
5023,2,6,1,5,6,1,1
5024,2,1,5,5,1,1,1
5025,2,7,1,2,4,1,3
5026,2,1,9,2,4,2,1
5027,1,1,4,5,1,1,1
5028,1,1,4,0,3,0,1
5029,1,1,5,5,6,1,1
5030,1,9,9,2,6,2,1
5031,2,9,7,3,6,0,1
5032,1,1,4,1,6,2,3
5033,1,7,7,2,6,0,1
5034,1,8,6,2,1,0,1
5035,1,1,5,3,2,1,1
5036,2,6,4,4,1,1,1
5037,1,1,4,5,2,0,1
5038,1,1,6,3,1,1,1
5039,1,1,5,4,4,1,2
5040,1,9,4,3,1,2,1
5041,2,4,12,8,3,1,1
5042,2,1,7,3,6,1,1
5043,1,1,9,7,4,1,1
5044,2,1,4,3,1,1,1
5045,2,1,5,2,1,0,1
5046,1,5,5,1,4,2,1
5047,2,1,2,5,6,2,1
5048,2,8,5,2,6,0,1
5049,2,1,7,3,4,1,1
5050,2,9,1,7,6,0,1
5051,2,1,5,4,1,1,1
5052,1,2,7,1,6,0,1
5053,1,1,7,5,6,1,1
5054,1,1,4,6,3,1,3
5055,2,1,3,4,3,1,2
5056,2,2,5,5,6,1,2
5057,2,8,4,1,2,1,1
5058,2,1,11,6,6,2,1
5059,2,1,9,3,6,0,1
5060,1,9,4,4,4,2,1
5061,2,2,11,6,3,2,1
5062,1,1,6,3,1,1,1
5063,2,1,9,8,4,1,1
5064,1,9,8,3,1,1,1
5065,2,1,4,5,2,0,1
5066,1,1,3,4,5,2,3
5067,1,3,7,3,1,0,1
5068,1,1,3,0,4,1,1
5069,1,1,9,4,1,0,3
5070,2,1,5,3,5,1,1
5071,1,9,5,4,4,1,1
5072,2,7,2,1,4,0,1
5073,1,5,7,5,4,2,1
5074,1,1,4,4,1,1,1
5075,2,1,5,6,1,2,1
5076,2,9,3,3,6,1,2
5077,2,8,3,4,6,2,1
5078,2,2,7,7,1,2,1
5079,2,1,8,4,1,2,1
5080,2,1,6,7,2,2,1
5081,1,1,5,3,1,0,1
5082,2,1,4,4,5,1,1
5083,2,1,7,0,4,2,1
5084,1,1,6,1,3,2,1
5085,1,8,3,0,1,2,1
5086,1,1,4,3,1,2,1
5087,1,1,4,8,1,1,1
5088,1,1,5,4,4,1,1
5089,1,1,2,4,1,1,3
5090,1,1,5,4,5,1,2
5091,1,1,2,2,1,1,1
5092,2,1,5,4,6,1,3
5093,2,6,5,1,3,2,1
5094,1,1,1,4,5,2,1
5095,2,1,2,1,1,1,1
5096,2,1,7,6,1,2,1
5097,1,1,12,5,6,2,1
5098,1,2,4,5,2,2,1
5099,1,6,5,5,4,2,1
5100,2,9,7,1,2,1,2
5101,2,1,8,1,1,2,1
5102,2,2,7,0,3,2,1
5103,1,1,7,6,1,1,1
5104,1,1,5,0,1,2,1
5105,1,1,3,3,4,1,2
5106,1,6,4,2,6,2,1
5107,2,1,5,1,6,0,3
5108,2,2,3,5,2,1,1
5109,2,1,8,5,1,1,3
5110,1,2,3,4,2,2,1
5111,1,8,5,4,6,1,3
5112,2,1,4,5,2,2,1
5113,1,1,5,5,1,2,1
5114,2,1,1,4,2,2,2
5115,1,1,5,4,1,1,1
5116,2,9,2,4,2,1,1
5117,1,2,8,0,1,1,1
5118,1,1,2,2,1,1,1
5119,2,9,4,4,4,1,1
5120,2,9,9,4,2,2,1
5121,2,7,5,0,4,1,2
5122,2,1,3,1,2,2,1
5123,2,1,4,4,4,1,1
5124,1,1,4,8,1,2,1
5125,2,2,1,1,3,2,1
5126,1,1,5,6,1,1,1
5127,1,1,7,3,5,2,3
5128,2,1,6,5,1,1,1
5129,2,2,5,4,4,2,2
5130,1,1,4,3,6,1,1
5131,2,2,5,5,4,2,1
5132,2,9,12,4,5,2,1
5133,1,1,4,5,3,1,2
5134,1,2,4,3,2,1,3
5135,1,2,3,1,4,2,1
5136,2,1,5,3,6,0,3
5137,2,1,3,2,4,2,3
5138,1,2,11,8,6,2,1
5139,1,2,6,1,1,2,1
5140,2,1,6,4,1,1,1
5141,2,1,9,6,1,2,1
5142,2,1,5,1,6,0,1
5143,2,1,11,9,1,1,1
5144,1,1,4,5,2,0,2
5145,1,1,5,2,1,0,1
5146,1,6,2,2,1,1,1
5147,2,1,5,4,1,2,1
5148,2,1,8,2,1,2,1
5149,2,1,5,5,1,1,1
5150,1,5,5,5,4,2,1
5151,1,1,4,0,4,1,1
5152,1,8,4,3,6,1,1
5153,2,1,3,4,1,2,1
5154,1,1,4,5,1,1,1
5155,2,1,6,5,1,2,1
5156,1,1,1,2,2,2,2
5157,1,1,5,4,4,2,1
5158,2,1,4,5,6,1,3
5159,2,2,4,2,1,1,1
5160,2,8,5,6,4,1,1
5161,1,9,3,3,1,2,3
5162,1,1,12,6,2,2,1
5163,2,1,3,4,4,2,1
5164,2,3,5,7,1,2,1
5165,2,1,2,3,2,2,3
5166,2,2,4,5,2,1,3
5167,2,6,1,3,6,0,1
5168,1,1,3,1,1,1,1
5169,1,9,8,9,3,1,1
5170,2,1,8,3,2,1,1
5171,2,1,2,2,2,1,2
5172,1,1,6,2,6,0,1
5173,1,1,3,0,6,0,3
5174,2,2,5,2,2,2,3
5175,1,1,3,4,2,1,1
5176,1,1,2,0,1,1,1
5177,2,1,3,4,2,2,1
5178,2,9,4,4,1,2,2
5179,1,4,5,5,1,2,1
5180,1,9,5,5,4,2,1
5181,2,2,3,7,6,2,1
5182,1,2,12,5,4,2,1
5183,1,1,5,3,6,2,1
5184,2,1,5,0,1,2,1
5185,1,2,12,7,2,2,1
5186,1,1,9,2,4,2,1
5187,1,1,5,1,1,2,1
5188,2,1,3,3,4,2,1
5189,1,2,5,1,6,2,3
5190,1,1,6,5,1,1,1
5191,1,9,3,2,6,0,1
5192,1,6,5,4,1,2,1
5193,2,1,6,4,1,2,1
5194,1,2,3,5,3,1,1
5195,1,9,1,1,3,0,1
5196,2,2,1,2,6,2,2
5197,2,6,9,3,4,2,1
5198,1,1,4,2,4,1,2
5199,1,4,5,3,4,2,1
5200,1,1,6,3,1,0,1
5201,2,1,4,6,1,2,1
5202,2,8,9,6,1,2,1
5203,2,9,10,5,3,2,1
5204,2,6,5,3,1,1,1
5205,1,1,5,0,1,0,1
5206,2,1,7,2,6,0,1
5207,2,2,10,4,5,2,1
5208,2,1,7,1,1,0,1
5209,1,9,9,5,5,2,1
5210,2,4,4,4,1,1,1
5211,1,1,3,2,2,0,3
5212,2,1,7,5,2,2,1
5213,1,9,2,4,6,1,2
5214,1,1,2,2,6,0,1
5215,2,2,5,4,3,1,2
5216,1,8,4,2,2,1,3
5217,2,1,4,6,2,1,1
5218,1,1,8,5,1,1,1
5219,1,1,2,3,1,1,3
5220,2,1,12,6,1,2,1
5221,2,1,5,3,3,1,1
5222,2,1,8,3,4,2,1
5223,1,2,3,6,1,1,1
5224,1,1,4,2,3,2,3
5225,1,1,5,4,1,1,1
5226,1,1,5,1,1,1,1
5227,2,1,4,3,1,1,1
5228,2,1,7,0,5,2,1
5229,1,1,2,2,1,1,3
5230,2,8,1,3,1,2,2
5231,1,1,12,8,3,1,1
5232,2,1,3,5,2,1,2
5233,2,9,8,8,4,2,1
5234,1,7,7,3,4,2,3
5235,1,2,1,4,4,2,1
5236,1,9,4,7,3,1,1
5237,2,1,6,2,4,2,1
5238,2,1,2,5,4,2,1
5239,1,1,7,2,1,1,1
5240,1,2,1,9,4,1,1
5241,1,1,5,9,2,2,1
5242,1,9,4,5,1,0,1
5243,1,1,5,4,5,1,1
5244,2,1,10,8,3,2,1
5245,2,1,2,1,1,2,1
5246,1,1,5,3,6,2,1
5247,1,6,10,0,4,1,1
5248,1,1,7,3,2,1,1
5249,1,1,3,4,2,2,3
5250,2,1,6,8,1,2,1
5251,1,7,5,4,6,0,1
5252,1,1,7,6,1,2,2
5253,2,1,5,0,3,0,1
5254,1,1,4,2,3,1,1
5255,2,1,2,7,1,2,1
5256,1,9,7,2,4,2,1
5257,1,1,5,8,6,2,1
5258,2,2,4,5,1,2,1
5259,2,1,3,0,3,0,1
5260,1,2,3,6,1,1,1
5261,2,2,6,7,1,2,1
5262,1,1,6,6,5,1,1
5263,2,9,4,3,1,1,1
5264,2,1,5,6,1,1,1
5265,1,9,6,1,5,2,1
5266,1,1,2,5,1,1,3
5267,1,4,9,2,6,2,1
5268,2,1,1,5,3,1,1
5269,2,9,10,7,6,1,1
5270,1,1,5,1,4,1,1
5271,1,1,7,5,1,1,1
5272,1,2,7,0,4,0,1
5273,1,1,2,3,1,1,3
5274,2,2,9,6,1,1,1
5275,2,1,1,5,4,2,1
5276,1,6,5,0,4,2,1
5277,2,2,7,5,5,1,1
5278,2,1,1,1,6,2,3
5279,1,5,2,6,6,1,1
5280,1,2,5,2,4,1,1
5281,1,1,7,4,1,1,1
5282,2,2,9,5,5,2,1
5283,2,1,5,1,4,2,1
5284,2,1,9,4,4,0,1
5285,1,6,1,5,6,0,1
5286,1,1,11,5,3,2,1
5287,2,1,5,9,3,2,1
5288,1,2,4,5,2,1,2
5289,2,1,5,1,2,2,3
5290,1,1,5,3,3,1,1
5291,1,1,2,2,4,0,3
5292,1,1,5,9,5,2,1
5293,1,1,5,5,1,2,1
5294,2,1,5,8,1,1,1
5295,2,1,4,3,1,1,3
5296,1,1,4,3,4,2,1
5297,2,2,8,3,1,2,1
5298,2,1,12,7,1,2,1
5299,2,9,11,7,1,2,1
5300,1,2,5,6,1,2,1
5301,1,1,6,4,6,2,3
5302,1,1,5,4,1,1,1
5303,1,9,6,2,1,1,1
5304,1,1,4,4,2,1,1
5305,2,8,8,6,6,2,1
5306,2,4,8,4,1,1,1
5307,2,1,5,2,1,2,2
5308,2,5,6,3,2,2,1
5309,2,9,2,4,3,1,1
5310,2,1,5,3,4,1,2
5311,2,1,5,6,4,2,1
5312,1,1,1,1,1,1,3
5313,1,4,4,4,4,2,1
5314,1,1,2,2,4,1,3
5315,1,2,9,1,1,2,1
5316,1,1,3,5,5,0,1
5317,2,1,3,0,1,0,1
5318,1,1,2,1,2,2,1
5319,1,1,5,3,6,2,1
5320,1,8,2,5,6,2,3
5321,2,9,6,1,5,1,1
5322,1,6,9,5,4,2,1
5323,1,1,5,1,1,1,1
5324,2,1,5,2,6,2,3
5325,1,1,5,2,6,2,1
5326,2,1,5,6,1,2,1
5327,1,1,9,2,1,1,1
5328,1,1,2,1,1,0,3
5329,2,2,5,3,1,1,1
5330,2,6,5,2,6,1,1
5331,1,9,6,0,1,2,1
5332,2,6,1,5,4,2,1
5333,2,1,1,3,3,1,1
5334,1,1,4,4,6,2,1
5335,1,1,5,5,4,1,3
5336,1,1,4,3,6,2,3
5337,1,1,5,2,3,1,1
5338,2,1,7,4,5,2,3
5339,1,1,8,6,1,2,1
5340,1,2,2,6,4,2,1
5341,1,1,5,2,6,2,1
5342,2,2,8,1,2,2,1
5343,1,1,9,5,2,1,1
5344,1,1,5,8,1,2,1
5345,2,2,9,8,3,2,1
5346,1,1,5,6,3,1,1
5347,1,7,5,5,1,1,1
5348,2,8,8,5,5,1,3
5349,2,8,5,6,6,1,1
5350,2,1,6,2,4,1,1
5351,1,1,8,0,1,2,1
5352,1,1,2,4,4,2,2
5353,1,1,4,2,1,1,1
5354,2,1,6,3,4,0,1
5355,1,1,4,4,2,2,1
5356,1,1,7,6,1,1,1
5357,1,1,5,4,3,1,3
5358,1,6,7,9,1,1,1
5359,2,1,5,4,1,0,1
5360,2,1,5,2,1,2,1
5361,2,1,7,3,5,1,1
5362,1,6,2,6,1,1,1
5363,2,1,3,5,4,2,1
5364,2,8,3,3,6,2,2
5365,2,2,3,7,1,2,1
5366,2,1,9,8,2,2,1
5367,1,9,5,8,1,1,1
5368,2,1,2,4,1,1,1
5369,2,9,2,5,1,1,2
5370,1,2,9,6,1,1,1
5371,2,1,6,7,6,2,1
5372,2,1,3,3,6,0,3
5373,1,1,5,6,1,1,1
5374,1,1,2,4,3,0,3
5375,1,1,9,3,1,2,1
5376,2,1,2,3,6,2,1
5377,2,6,4,6,1,2,1
5378,2,1,5,3,3,1,3
5379,2,1,5,5,6,1,3
5380,1,1,5,5,3,1,2
5381,2,2,3,3,2,2,3
5382,1,1,5,4,3,0,1
5383,2,9,5,1,3,1,3
5384,2,1,6,1,1,1,1
5385,2,1,5,4,4,1,1
5386,1,1,3,4,1,1,1
5387,1,9,8,7,5,0,1
5388,1,1,4,4,4,2,1
5389,2,1,1,6,1,2,1
5390,2,2,3,3,6,1,2
5391,1,1,5,9,1,1,1
5392,2,1,3,4,4,1,3
5393,2,1,5,5,1,2,1
5394,2,1,5,6,4,1,1
5395,2,8,7,4,2,2,1
5396,1,6,5,1,3,2,2
5397,1,1,6,4,3,2,1
5398,2,1,5,5,1,1,1
5399,2,1,1,2,3,2,2
5400,1,1,9,6,1,1,1
5401,2,7,3,3,2,1,3
5402,1,1,6,4,1,1,1
5403,2,2,7,5,6,1,1
5404,2,8,4,3,2,1,3
5405,2,2,5,5,3,1,3
5406,1,2,9,4,2,2,1
5407,2,1,3,3,5,1,1
5408,2,1,3,4,3,1,1
5409,1,1,8,4,1,1,1
5410,2,1,8,7,6,2,1
5411,1,1,5,2,6,2,3
5412,2,2,10,4,1,1,1
5413,1,1,5,1,1,1,1
5414,1,1,5,5,2,0,3
5415,1,1,3,0,1,2,1
5416,2,9,1,4,4,2,1
5417,1,9,8,3,5,2,1
5418,2,2,3,5,3,0,2
5419,1,1,5,7,2,2,1
5420,1,1,5,4,4,2,1
5421,1,1,5,4,2,1,2
5422,1,2,1,4,3,1,3
5423,2,1,9,9,4,2,1
5424,1,1,4,1,1,2,1
5425,2,1,4,7,1,1,1
5426,1,1,11,6,1,1,1
5427,1,1,5,2,6,1,1
5428,1,1,2,1,4,0,2
5429,2,1,2,5,6,0,3
5430,2,9,3,4,6,0,1
5431,2,1,11,6,4,1,1
5432,1,9,5,2,6,0,1
5433,2,6,2,3,1,2,2
5434,2,6,10,9,5,2,1
5435,1,1,4,5,3,1,1
