SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
1,3,1,2,6,1,43,1,N,2
2,3,9,2,8,5,62,1,N,2
2,N,2,2,0,7,46,1,N,2
2,6,2,2,0,1,17,1,N,2
2,1,1,2,7,9,40,1,N,2
1,N,1,1,0,7,37,1,N,2
1,4,2,1,N,12,50,1,N,1
1,1,1,2,0,4,91,1,N,2
1,6,1,1,N,10,5,1,N,1
2,1,8,1,N,11,50,1,N,2
1,1,2,2,8,9,31,1,N,2
2,6,1,1,0,10,31,1,N,2
2,6,2,1,1,4,40,1,N,2
1,6,1,1,3,3,61,1,N,2
2,6,1,2,1,4,68,1,N,2
2,1,6,1,8,5,3,1,N,2
2,6,2,2,0,11,53,1,N,2
1,6,1,1,9,4,78,1,N,2
2,5,1,2,5,10,74,1,N,2
1,6,1,1,9,7,8,1,N,2
1,1,1,1,8,7,15,1,N,2
1,6,3,1,0,10,7,1,N,2
2,3,1,2,3,9,83,1,N,2
1,1,8,1,N,7,10,1,N,2
2,6,1,0,0,9,1,1,N,2
2,6,1,1,0,8,1,1,N,2
1,1,1,1,8,7,69,1,N,2
1,N,2,1,3,7,20,1,N,2
2,6,1,1,8,10,33,1,N,2
1,4,1,2,0,9,62,1,N,2
1,6,1,2,N,9,93,1,N,2
2,1,3,1,N,5,30,1,N,2
1,4,1,1,2,5,32,1,N,2
1,6,3,1,N,6,17,1,N,2
2,6,2,1,4,5,13,1,N,2
1,1,1,1,9,7,18,1,N,2
2,4,3,2,2,1,61,3,N,2
2,4,1,0,7,4,49,1,N,2
2,6,2,2,9,4,10,1,N,1
1,1,2,1,9,12,26,1,N,2
2,1,1,1,4,11,50,1,N,2
1,6,6,1,9,9,27,1,N,2
2,N,1,1,N,9,37,1,N,2
1,6,1,2,9,5,11,1,N,2
1,6,1,1,2,5,40,1,N,2
1,3,1,2,9,4,18,1,N,2
2,1,2,2,8,6,58,3,N,2
1,6,1,1,4,3,85,1,N,2
2,2,1,1,9,3,32,1,N,2
1,6,1,2,2,10,48,1,N,2
2,1,1,2,1,8,56,1,N,2
2,4,2,1,N,6,47,3,N,1
1,1,8,1,0,12,35,1,N,2
1,N,2,1,2,10,67,1,N,2
1,1,1,2,9,9,57,1,N,2
2,4,1,1,N,3,50,1,N,2
2,4,1,1,4,N,24,1,N,2
1,6,1,2,4,5,66,1,N,2
1,3,2,1,6,7,61,1,N,2
2,6,2,2,9,11,60,1,N,2
1,2,1,1,7,7,2,1,N,2
2,6,1,1,1,2,51,1,N,2
1,1,1,0,5,8,36,1,N,2
2,2,1,1,N,9,42,1,N,2
1,N,1,1,9,5,73,1,N,2
1,2,2,1,1,4,14,1,N,2
2,6,2,2,6,9,2,1,N,2
2,6,6,1,2,7,31,1,N,2
1,6,1,1,8,7,83,1,N,2
1,4,2,1,5,5,81,1,N,2
2,6,1,1,8,10,38,1,N,2
1,1,6,2,0,N,64,3,N,2
2,5,1,1,3,6,63,1,N,2
1,1,1,1,N,3,64,1,N,2
1,1,2,1,N,3,51,1,N,2
1,6,1,1,0,1,78,1,N,2
2,1,1,1,6,9,76,1,N,2
1,4,1,1,9,6,20,1,N,2
2,6,1,2,2,5,51,1,N,2
2,3,2,1,N,6,22,1,N,2
2,6,2,1,7,9,36,1,N,2
2,6,2,1,3,4,19,1,N,2
2,1,1,2,4,6,74,1,N,2
1,1,6,1,N,7,9,3,N,2
2,6,2,1,0,7,5,1,N,2
1,6,2,1,7,11,72,1,N,2
1,4,1,2,N,10,79,1,N,2
2,5,1,2,6,7,35,1,N,2
1,4,1,1,7,9,29,1,N,2
2,N,1,2,3,2,24,1,N,2
2,1,2,2,1,10,67,1,N,2
1,1,6,2,5,11,26,1,N,2
1,6,6,1,N,7,20,1,N,2
1,3,1,1,7,10,71,1,N,2
2,6,6,1,4,2,42,1,N,2
2,6,2,1,0,3,66,1,N,2
1,1,1,1,1,4,10,1,N,2
2,4,1,1,8,10,18,1,N,2
1,2,1,2,9,5,3,1,N,2
1,1,1,0,N,11,39,1,N,2
1,4,1,1,7,8,70,1,N,2
2,1,2,0,5,6,58,1,N,2
1,6,1,1,0,5,20,1,N,2
2,4,1,1,9,8,30,1,N,2
1,1,1,1,2,7,54,1,N,2
2,N,2,2,3,7,32,1,N,2
1,6,1,1,2,4,21,1,N,2
1,6,1,2,3,6,33,1,N,2
2,1,2,1,6,7,29,1,N,2
1,N,1,2,9,5,51,1,N,2
1,N,1,2,N,10,58,1,N,2
2,6,1,1,6,7,4,1,N,2
1,1,1,2,5,5,59,1,N,2
1,1,6,0,N,4,42,1,N,2
1,1,1,2,1,1,54,3,N,2
1,6,1,1,1,9,1,1,N,2
1,N,3,0,3,7,55,1,N,2
1,6,2,1,0,7,72,1,N,2
1,6,2,2,1,11,63,1,N,2
1,1,1,1,5,8,24,1,N,2
2,5,1,1,1,1,38,1,N,2
2,6,1,1,4,12,42,1,N,2
1,N,1,2,6,9,69,1,N,2
2,6,8,0,6,9,31,1,N,2
2,6,2,0,5,6,17,1,N,2
1,4,6,0,6,5,4,1,N,2
2,6,1,1,0,3,81,1,N,2
2,N,1,1,N,9,45,1,N,2
1,1,2,2,7,9,64,1,N,2
1,2,1,2,2,12,53,1,N,2
2,1,1,1,7,3,18,1,N,2
2,1,2,2,N,9,1,1,N,2
1,1,1,2,9,5,6,1,N,2
2,6,1,1,1,3,1,1,N,1
1,1,1,2,0,12,6,1,N,2
2,1,1,1,8,9,23,1,N,2
1,N,2,1,5,4,33,1,N,2
1,1,8,1,1,3,78,1,N,2
1,N,6,2,7,10,54,1,N,2
1,1,1,2,0,7,85,1,N,2
1,4,2,1,6,10,2,1,N,2
2,N,1,2,0,10,3,2,N,2
1,6,2,1,8,7,45,1,N,2
2,1,6,2,N,11,23,1,N,2
1,6,1,1,2,9,38,1,N,2
2,6,6,2,8,4,55,3,N,2
2,2,1,1,4,10,29,1,N,2
1,N,1,2,3,N,44,1,N,2
2,1,2,1,7,9,6,1,N,2
2,6,2,2,8,9,39,1,N,2
2,N,2,2,1,10,67,1,N,2
2,N,2,2,N,9,41,1,N,2
2,6,2,1,N,12,12,1,N,2
2,4,2,1,6,9,44,1,N,2
2,1,1,1,N,6,59,1,N,2
1,6,2,1,9,4,62,1,N,2
1,2,1,2,7,6,7,1,N,2
2,6,9,1,0,7,10,1,N,2
1,N,1,1,2,5,40,1,N,2
1,2,1,2,N,5,62,1,N,2
1,6,1,2,1,9,21,1,N,2
2,6,2,2,0,7,61,1,N,2
1,6,1,2,8,9,61,1,N,2
2,N,1,0,2,7,15,1,N,2
1,6,1,2,9,4,55,3,N,2
1,3,1,1,3,9,31,1,5,2
1,1,2,2,N,N,34,1,N,2
2,1,2,2,5,7,72,1,N,2
2,6,1,2,1,11,61,1,N,2
1,N,2,1,8,9,3,1,N,2
2,N,3,2,3,9,61,1,N,2
1,4,8,2,6,12,17,1,N,2
1,4,2,1,4,9,21,1,N,2
2,N,1,1,2,3,35,1,N,2
2,N,1,1,0,4,66,2,N,2
1,6,1,2,N,8,56,1,N,2
2,5,3,1,0,7,39,1,N,2
1,1,2,1,3,7,38,1,N,2
2,6,2,1,6,3,62,3,N,2
2,6,1,1,N,8,11,1,N,2
2,1,2,1,N,2,11,1,N,2
1,1,3,1,0,4,18,1,N,2
2,1,2,2,2,4,1,1,N,2
1,1,1,2,1,5,72,1,N,2
2,N,6,2,2,7,35,1,N,2
2,1,6,1,8,7,6,1,N,2
2,N,6,1,N,4,43,1,N,2
1,4,8,1,9,9,4,1,N,2
1,6,1,0,2,4,4,1,N,2
1,4,2,2,9,N,59,1,N,2
2,6,1,1,2,7,45,1,N,2
1,6,2,0,9,9,23,1,N,2
2,3,1,2,1,8,37,1,N,2
1,1,1,1,N,5,19,1,N,2
1,6,6,2,5,7,44,1,N,2
1,N,2,1,9,3,15,1,N,2
2,6,2,1,3,5,38,1,N,2
1,1,6,1,2,3,43,1,N,2
1,1,3,1,N,10,46,1,N,2
2,1,5,2,2,9,3,1,N,2
1,1,2,1,2,2,60,3,N,2
2,1,2,2,6,7,69,1,4,2
2,1,1,1,5,7,32,1,N,2
2,1,1,1,6,7,64,1,N,2
1,1,1,1,2,6,35,1,N,2
2,1,5,1,6,7,20,1,N,2
1,1,2,1,9,12,2,1,N,2
1,6,2,2,1,9,43,1,N,2
1,4,2,1,2,N,44,2,N,2
1,6,1,2,2,8,58,1,N,2
2,6,1,1,9,9,50,1,N,2
2,6,6,2,N,9,55,1,N,2
2,1,1,1,9,3,20,1,N,2
2,6,2,1,4,8,36,1,N,2
1,6,1,2,9,1,7,1,N,2
1,6,2,2,1,9,88,1,N,2
1,6,1,2,7,5,8,1,N,2
2,6,1,1,6,5,51,1,N,2
1,3,1,2,7,7,34,1,N,2
2,6,1,2,5,10,40,1,N,2
1,1,2,1,5,10,7,1,N,2
1,6,1,2,0,10,35,1,N,2
1,N,2,1,5,3,66,1,N,2
2,1,1,1,7,8,48,1,N,2
1,4,1,2,7,3,7,1,N,2
1,4,1,1,3,9,44,1,N,2
2,N,2,2,N,4,56,1,N,2
1,4,1,2,0,4,24,1,N,2
2,1,1,1,0,10,79,1,N,2
1,N,1,1,N,9,10,1,N,2
1,1,2,0,0,3,53,1,N,2
2,1,2,2,6,10,62,1,N,2
1,1,1,1,5,10,71,1,N,2
1,6,1,2,6,10,65,1,N,2
1,6,1,2,9,6,55,3,N,2
1,1,1,0,5,7,66,1,N,2
2,6,6,1,8,5,32,1,N,2
1,1,1,2,2,6,74,1,N,2
2,6,2,1,4,9,33,1,N,2
2,1,1,1,6,3,15,1,N,2
2,6,2,2,0,10,33,1,N,1
1,1,1,1,0,9,26,1,N,2
2,4,6,0,0,3,54,1,N,2
2,6,1,2,N,10,68,1,N,2
2,N,1,1,8,9,22,1,N,2
1,6,1,1,N,9,9,1,N,2
2,4,1,1,9,5,63,1,N,2
1,5,2,1,8,N,40,1,N,2
2,1,1,1,0,4,50,1,N,2
1,N,1,1,6,N,4,1,N,2
1,6,2,2,6,7,51,1,N,2
1,N,1,1,5,N,48,1,N,1
2,1,1,1,1,8,49,1,N,2
1,6,2,2,5,7,16,1,N,2
1,4,2,2,3,3,22,1,N,2
1,N,2,1,N,4,20,1,N,2
2,6,1,2,3,9,73,1,N,2
1,1,1,2,5,9,19,1,N,2
2,N,2,1,8,10,21,1,N,2
1,1,2,2,N,7,17,1,N,2
1,6,1,2,8,3,74,1,N,2
2,1,2,2,2,7,53,1,N,2
2,4,1,1,7,4,31,1,N,2
1,5,1,1,0,3,93,1,N,2
2,6,1,2,N,5,83,1,N,2
2,2,1,1,2,9,24,1,N,2
1,1,2,1,3,7,52,1,N,2
2,1,2,1,9,7,64,1,N,2
1,4,1,1,2,9,17,1,N,2
1,1,1,1,N,3,7,1,N,2
2,6,6,2,2,7,29,1,N,2
1,2,2,1,4,3,28,1,N,2
2,N,8,2,1,10,62,1,N,2
2,1,1,1,8,8,31,1,N,2
1,1,6,1,8,7,65,1,N,2
1,N,1,1,N,8,2,1,N,2
1,6,2,2,7,10,41,1,N,2
1,N,6,2,1,4,18,1,N,2
2,N,2,2,0,7,79,1,N,2
2,N,1,0,5,10,18,1,N,2
1,1,1,1,2,N,40,1,N,2
1,5,1,1,N,9,61,1,N,2
2,N,2,2,N,4,28,1,N,2
2,N,1,2,8,11,15,1,N,2
2,N,1,2,N,7,38,1,N,2
1,4,1,2,7,7,61,1,N,2
1,1,1,1,1,6,20,1,N,2
1,6,2,2,N,11,15,1,N,2
1,6,1,1,9,5,15,1,N,2
1,6,1,1,3,9,37,1,N,2
2,4,1,1,3,2,3,1,N,2
2,6,1,2,0,6,65,1,N,2
2,6,2,1,8,9,31,1,N,2
2,6,1,2,9,6,3,1,N,2
2,6,2,2,9,10,4,1,N,2
2,6,3,1,3,6,35,1,N,2
2,1,1,1,N,10,25,1,N,2
1,4,1,2,9,9,65,1,N,2
2,6,1,2,2,9,14,1,N,2
1,6,2,1,6,9,50,1,N,2
1,6,1,1,N,7,3,1,N,2
2,1,2,1,7,7,63,1,N,2
2,1,1,2,0,3,35,1,N,2
2,6,1,1,0,5,46,1,N,2
2,6,1,1,6,5,63,1,N,2
1,6,2,0,0,9,63,1,N,2
1,6,5,2,2,4,68,1,N,2
1,1,2,2,N,10,30,1,N,2
2,1,2,1,6,4,30,1,N,2
1,1,2,1,N,9,10,1,N,2
1,1,1,1,N,9,38,1,N,2
1,N,1,1,4,7,75,1,N,2
1,2,9,1,0,8,15,1,N,2
2,6,2,1,6,9,66,1,N,2
1,3,2,2,9,5,70,1,N,2
1,3,2,1,9,4,88,1,N,2
1,N,1,1,9,7,6,1,N,2
2,6,1,2,6,1,47,1,N,2
1,1,2,1,5,3,63,1,N,2
1,2,1,2,5,1,46,2,N,2
2,6,1,1,9,10,26,1,N,2
1,4,1,1,6,3,43,1,N,2
2,2,1,1,8,9,32,1,N,2
2,1,1,2,5,9,29,1,N,2
1,1,1,1,1,2,72,1,N,2
1,1,2,2,N,7,31,2,N,2
2,6,1,1,0,3,45,1,N,2
1,6,1,1,2,5,36,1,N,1
1,2,6,1,5,7,70,1,N,2
2,4,1,0,0,7,9,1,N,2
2,6,1,2,7,3,88,1,N,2
2,1,2,1,N,9,20,1,N,2
1,6,6,1,2,7,15,1,N,2
1,6,1,2,3,6,18,1,N,2
2,2,3,2,9,10,61,1,N,2
2,1,1,1,4,5,54,1,N,2
2,4,1,2,9,5,29,1,N,2
2,N,2,2,3,7,54,3,N,2
2,1,3,2,1,11,14,1,N,2
2,4,1,2,0,12,4,1,N,2
2,4,2,2,2,5,27,1,N,2
2,1,1,1,2,3,62,1,N,2
1,N,1,1,2,3,54,1,N,2
2,1,2,1,0,4,39,1,N,2
2,1,2,2,4,9,71,1,N,2
2,2,1,2,2,1,30,1,N,2
1,N,9,1,5,9,57,3,N,2
2,1,2,1,4,7,32,1,N,2
1,1,1,2,1,3,33,3,N,2
1,N,1,2,7,9,8,1,N,2
2,1,2,1,7,5,85,1,N,2
2,6,9,2,N,9,78,1,N,2
1,6,1,1,4,3,12,1,N,2
1,N,2,1,1,10,76,1,N,2
2,4,1,2,0,7,10,3,N,2
1,6,1,2,9,10,21,1,N,2
1,1,1,1,9,10,25,1,N,2
1,3,2,2,9,N,71,1,N,2
1,1,1,2,N,5,61,1,N,2
1,4,2,2,6,7,90,1,N,2
1,3,2,1,2,7,71,1,N,2
2,6,1,1,0,5,30,1,N,2
2,4,1,1,3,12,86,1,N,2
2,1,1,1,3,3,41,1,N,2
1,3,2,1,3,7,59,1,N,2
2,1,1,1,9,7,80,1,N,2
1,6,2,1,9,9,61,1,N,2
1,6,2,1,2,3,31,1,N,2
2,6,9,2,N,6,19,1,N,2
1,3,2,1,0,11,24,1,N,2
1,6,2,1,2,8,41,1,N,2
1,6,1,2,1,7,45,1,N,2
2,6,6,1,4,N,9,1,N,2
1,6,1,2,4,9,9,1,N,2
2,3,1,1,0,7,39,1,N,2
2,6,1,2,3,10,21,1,N,2
2,N,1,1,8,7,57,1,N,2
1,6,1,0,5,5,32,1,N,2
1,1,1,0,4,3,28,1,N,2
1,N,6,2,8,3,68,1,N,1
1,1,3,2,3,5,0,1,N,2
2,4,1,1,7,12,40,3,N,2
2,6,1,1,7,5,26,1,N,2
1,6,2,2,1,5,34,1,N,2
1,1,1,1,0,4,2,1,N,2
2,6,1,1,1,7,68,1,N,2
1,6,2,0,9,N,40,1,N,2
1,N,9,1,1,9,48,1,N,2
2,N,2,2,2,10,0,1,N,2
1,1,2,2,N,7,77,1,N,2
1,6,1,2,6,9,26,1,N,2
2,1,1,1,6,9,68,1,N,2
1,3,3,2,3,7,60,1,N,2
2,4,2,1,1,3,57,1,N,2
1,6,1,1,5,3,59,1,N,2
1,6,6,2,N,7,31,1,N,2
1,N,1,2,6,3,44,1,N,2
2,6,8,1,5,3,76,1,N,2
1,1,1,2,2,7,63,3,N,2
1,4,2,1,N,N,57,1,N,2
2,6,1,1,0,7,75,1,N,2
1,1,2,2,3,8,79,1,N,2
1,6,2,1,8,4,81,1,N,2
2,1,2,1,9,6,59,1,N,2
2,4,1,1,4,4,23,1,N,2
2,1,1,2,8,5,21,1,N,2
1,6,1,1,N,10,8,1,N,2
2,4,1,2,N,9,24,1,N,2
2,3,2,1,4,5,75,1,N,2
2,6,2,2,1,4,25,1,N,2
2,1,1,1,N,5,25,1,N,2
1,6,1,1,9,8,60,1,N,2
1,1,1,1,6,5,48,1,N,2
2,N,8,1,9,3,68,1,N,2
2,6,3,0,2,3,9,1,N,2
1,1,1,1,5,3,51,1,N,2
2,4,1,1,8,7,38,1,N,2
2,N,1,2,5,10,72,1,N,2
2,1,1,2,1,4,62,3,N,2
2,6,2,2,1,3,64,1,N,2
2,3,3,2,9,9,75,1,N,2
2,6,1,1,5,7,12,3,N,2
2,4,1,1,7,7,17,1,N,2
2,4,1,2,0,3,52,1,N,2
2,1,1,2,N,6,52,1,N,2
1,6,1,1,N,11,50,1,N,2
1,1,2,1,3,9,48,3,N,2
1,1,1,1,8,7,61,3,N,2
1,3,6,1,2,11,76,1,N,2
1,2,6,1,1,8,18,1,N,2
2,6,1,2,2,12,65,1,N,2
1,3,1,1,2,7,77,1,N,2
1,1,1,1,2,7,26,1,N,2
1,6,3,2,7,7,29,1,N,2
2,1,1,2,N,8,10,1,N,2
2,1,1,1,9,4,70,1,N,2
2,1,2,1,6,7,35,1,N,1
1,6,2,1,6,5,20,1,N,2
1,N,2,1,1,11,12,1,N,2
1,4,1,1,N,9,14,1,N,2
1,N,1,0,0,11,72,1,N,2
2,1,2,1,2,10,56,1,N,2
2,1,1,1,5,5,18,1,N,2
1,1,1,0,5,5,41,1,N,2
2,4,1,1,9,8,1,1,N,2
1,4,2,2,1,9,39,1,N,2
1,1,1,1,N,N,35,1,N,2
1,4,2,2,9,5,38,1,N,2
1,1,3,1,4,4,25,1,N,1
2,N,2,1,5,1,1,1,N,2
2,6,1,1,2,9,66,1,N,2
1,1,3,1,3,7,61,1,N,2
2,1,2,1,5,5,46,1,N,2
1,1,1,1,8,6,15,1,N,2
1,N,2,1,N,7,63,1,N,2
1,1,1,1,N,8,28,1,N,2
2,3,1,2,7,8,70,3,N,2
1,6,8,0,6,9,63,1,N,2
2,6,1,0,4,9,42,1,N,1
2,6,6,1,9,N,71,1,N,2
1,N,2,1,7,9,43,1,N,2
1,6,2,2,2,8,21,1,N,2
1,6,2,1,N,1,69,3,N,2
1,1,1,1,9,5,38,1,N,2
1,6,2,1,1,9,76,1,N,2
2,6,1,1,4,10,34,1,N,2
2,6,1,1,3,5,23,1,N,2
2,1,1,2,1,7,79,1,N,2
2,1,6,1,9,3,75,1,N,2
1,1,1,1,7,1,42,1,N,2
2,4,1,1,N,3,56,3,N,2
1,6,1,1,3,1,2,1,N,2
2,4,1,2,N,9,32,3,N,2
1,1,1,1,4,1,53,3,N,2
1,5,6,1,N,7,46,1,N,2
1,6,1,2,4,9,30,1,N,2
2,6,1,1,2,1,50,3,N,2
2,6,1,2,3,1,65,1,N,2
1,N,1,1,N,3,76,1,N,2
2,4,6,1,0,9,71,1,N,1
2,1,1,1,2,10,26,1,N,2
2,N,2,1,9,9,39,1,N,2
2,6,1,2,4,9,60,1,N,2
1,6,1,2,4,7,9,1,N,2
2,6,1,1,N,9,14,1,N,2
2,N,2,2,9,1,61,1,N,2
1,4,1,2,9,7,18,1,N,2
1,2,1,2,7,7,0,1,2,2
2,1,1,1,9,7,82,1,N,2
1,1,1,1,3,7,54,1,N,2
1,4,1,1,4,4,7,1,N,2
1,6,1,2,9,7,69,1,N,2
1,6,2,1,6,11,54,1,N,2
1,N,1,1,9,3,3,1,N,2
1,2,1,1,0,5,95,1,N,2
1,6,1,1,8,4,54,1,N,2
2,N,1,1,0,5,59,1,N,2
1,1,2,0,N,7,72,1,N,2
1,1,2,1,6,9,70,1,N,2
1,1,2,1,9,10,75,1,N,2
2,1,1,0,4,7,53,1,N,2
1,1,2,2,6,9,67,1,N,2
1,1,1,1,7,11,44,1,N,2
1,6,1,2,9,1,28,1,N,2
1,N,9,1,5,3,69,1,N,2
2,6,1,2,2,9,69,1,N,2
1,4,2,1,0,10,18,1,N,2
1,2,2,1,1,5,69,1,2,2
2,6,1,0,8,11,20,1,N,2
1,6,9,1,1,9,56,2,N,2
2,N,6,1,N,5,17,1,N,2
2,4,3,2,8,10,30,1,N,2
2,6,2,1,N,10,63,1,N,2
1,1,2,2,0,9,54,1,N,2
2,1,1,2,5,7,64,1,N,2
2,3,9,1,N,10,69,1,N,2
1,N,1,1,9,10,91,1,N,2
2,1,1,1,N,7,11,1,N,2
1,N,1,0,N,3,25,1,N,2
1,N,2,1,1,7,7,1,N,2
2,6,6,1,N,10,92,1,N,2
2,6,1,1,0,9,12,1,N,2
2,6,2,2,8,7,19,1,N,2
1,6,1,1,3,5,2,1,N,2
2,1,1,2,0,7,24,1,N,2
2,4,2,2,4,9,32,3,N,2
2,1,1,2,5,12,64,1,N,2
1,6,6,1,3,9,64,1,N,2
1,6,2,1,1,1,70,1,N,2
2,6,2,1,N,4,48,1,N,2
1,6,1,2,9,8,59,1,N,2
1,1,1,1,9,7,35,1,N,2
1,1,1,1,5,3,19,1,N,2
2,1,1,2,1,9,28,3,2,2
1,3,2,2,9,N,27,1,N,2
2,N,2,1,7,9,70,1,N,2
2,4,2,1,8,10,76,1,N,1
1,6,1,2,6,1,66,1,N,2
1,1,1,2,N,7,17,1,N,2
1,1,1,1,9,4,6,3,N,2
1,1,1,1,4,12,13,3,N,2
1,1,2,1,0,3,25,1,N,2
2,1,2,1,0,3,11,1,N,2
1,6,3,1,4,6,52,1,N,2
2,4,1,2,9,9,45,1,N,2
2,4,1,1,8,8,81,1,N,2
2,1,1,1,8,4,7,1,N,2
1,1,6,2,3,5,55,3,N,2
2,N,2,2,0,12,65,1,N,2
1,3,1,1,N,10,19,1,N,2
1,6,3,2,0,5,79,1,N,2
1,6,1,1,9,9,88,1,N,2
2,1,1,1,N,10,67,1,N,2
2,6,2,2,8,9,33,1,N,2
2,1,1,1,3,7,18,1,N,2
2,1,1,2,7,5,68,2,N,2
1,6,6,1,6,9,59,1,N,2
2,1,1,1,8,7,11,1,N,2
2,N,8,2,2,4,71,1,N,2
1,1,1,1,5,3,15,1,N,2
1,N,2,1,8,7,53,1,N,2
2,1,1,1,4,10,51,1,N,2
2,1,1,2,0,9,87,1,N,2
2,6,1,2,9,10,55,1,N,2
2,N,1,1,8,5,15,1,N,2
1,6,2,2,N,7,27,1,N,2
2,6,1,1,0,8,54,1,N,2
2,1,9,1,7,8,78,1,N,2
2,3,6,2,4,10,47,1,N,1
2,4,1,1,8,10,56,1,N,2
2,6,2,2,8,2,41,1,N,2
2,1,1,1,2,8,78,1,N,2
2,1,8,1,N,2,41,1,N,2
1,6,1,1,1,9,75,1,N,2
1,6,8,1,0,7,89,1,N,2
2,6,2,1,8,11,43,1,N,2
2,4,1,1,N,9,31,1,N,2
1,6,1,1,N,2,27,1,N,2
2,1,1,1,6,3,18,1,N,2
1,6,3,1,N,8,48,1,N,2
2,N,6,1,6,12,20,1,N,2
2,1,1,1,7,5,42,1,N,2
1,1,2,1,2,11,5,1,N,2
1,N,6,1,1,8,29,1,N,2
2,N,1,1,8,7,73,1,N,2
2,6,2,1,3,9,22,1,N,2
1,1,1,1,N,10,41,1,N,2
2,N,6,2,8,7,6,1,N,2
2,6,2,1,5,7,39,1,N,2
2,N,1,2,0,9,18,3,N,2
2,6,2,0,0,9,59,1,N,2
2,6,1,0,7,11,35,1,N,2
2,1,1,2,8,4,82,1,N,2
2,1,1,0,7,7,56,1,N,2
1,6,1,1,4,9,53,1,N,2
2,1,1,1,3,5,21,1,N,2
2,N,1,1,5,7,80,1,N,2
2,1,2,2,8,N,17,1,N,2
2,1,1,1,4,9,72,1,N,2
2,6,6,1,3,7,28,1,N,2
1,1,2,1,5,3,0,1,N,2
2,5,6,2,4,10,32,1,N,2
2,3,1,2,9,3,3,1,N,2
1,1,1,1,6,7,41,1,N,2
1,6,1,2,6,7,14,1,N,2
2,1,6,2,4,3,56,3,N,2
1,5,1,1,9,2,32,1,N,2
1,6,2,1,6,N,69,3,N,2
1,1,1,2,N,9,9,1,N,2
2,6,1,1,N,3,45,1,N,2
2,1,1,2,9,7,33,1,N,2
2,4,2,1,9,3,60,1,N,2
1,6,6,1,2,7,24,1,N,2
2,3,2,2,5,6,53,1,N,2
2,1,1,2,7,4,70,1,N,2
2,6,1,1,N,5,72,1,N,2
1,6,1,1,3,7,8,1,N,2
1,3,2,0,N,1,30,1,N,2
2,N,1,1,2,4,21,1,N,2
2,6,1,1,9,4,39,1,N,2
1,1,2,1,6,7,60,1,N,2
2,4,6,1,8,10,73,1,N,2
1,6,1,2,1,5,46,1,N,2
2,2,2,1,2,5,33,1,N,2
2,6,1,1,4,6,63,1,N,2
2,1,1,1,2,9,29,1,N,2
1,1,1,1,1,11,83,1,N,2
2,N,1,2,2,3,34,1,N,2
2,N,1,2,2,1,16,1,N,2
1,N,1,0,9,9,64,1,N,2
2,1,2,1,6,11,36,1,N,2
1,6,1,2,9,2,37,1,N,2
1,6,1,2,6,11,31,3,N,2
1,1,1,1,N,10,61,1,N,2
2,3,1,1,3,3,27,1,N,2
2,N,8,1,8,3,8,1,N,2
2,4,8,1,4,11,70,1,N,2
2,6,1,2,8,7,79,1,N,2
2,1,2,2,5,9,39,1,N,2
2,1,6,1,N,9,30,1,N,2
1,6,1,2,4,9,80,1,N,2
1,1,1,1,4,9,36,1,N,2
1,1,1,1,8,5,36,1,N,2
2,1,1,2,3,3,55,1,N,2
1,6,1,0,8,4,36,1,N,2
2,1,9,1,8,9,22,1,N,2
2,4,1,1,5,10,30,1,N,2
2,1,6,0,5,9,29,1,N,2
2,3,2,0,N,8,35,1,N,2
1,1,1,1,4,5,45,1,N,2
2,N,1,1,2,12,21,2,N,2
1,1,9,2,8,9,3,1,N,2
1,4,1,1,7,5,48,3,N,2
2,5,1,2,N,7,37,1,N,2
1,6,9,2,2,7,5,1,N,2
1,6,2,2,9,7,62,1,N,2
2,6,2,2,2,9,75,1,N,2
1,1,2,2,N,9,34,1,N,2
1,4,1,1,9,7,33,1,N,2
1,6,6,2,4,7,36,1,N,2
2,1,1,2,6,N,60,1,N,2
1,1,2,1,1,9,44,1,N,2
2,6,9,2,N,9,43,1,N,2
2,1,2,2,6,3,10,1,N,2
1,6,1,1,5,7,43,1,N,2
2,6,9,1,9,4,37,1,N,2
2,N,6,1,9,9,20,1,N,2
1,4,1,1,N,9,27,1,N,1
2,6,1,1,N,11,49,1,N,2
1,5,2,1,6,10,18,1,N,2
1,1,2,1,0,5,21,1,N,2
1,N,6,0,6,7,58,1,N,2
2,N,1,1,2,7,42,1,N,2
2,3,1,1,2,8,73,1,5,2
1,N,1,2,N,11,66,1,N,2
2,1,1,1,9,7,30,1,N,2
2,6,2,1,7,5,59,1,N,2
2,6,2,2,0,3,46,1,N,2
2,N,1,2,0,1,50,1,1,2
2,6,1,2,1,7,31,1,N,2
1,4,2,1,4,9,14,3,N,2
2,1,1,1,N,3,67,1,N,2
2,6,2,1,8,4,60,1,N,2
2,3,1,1,9,9,37,1,N,2
2,6,2,2,1,7,27,1,N,2
1,N,1,1,5,7,75,1,N,2
2,6,2,0,8,3,75,2,N,2
1,4,1,1,0,9,47,1,N,2
2,N,1,1,5,8,35,1,N,2
1,6,2,1,9,7,64,1,N,2
1,6,1,0,2,3,59,1,N,2
2,1,9,1,0,5,63,1,2,2
2,6,1,2,7,10,70,1,N,2
1,6,8,2,N,9,56,1,N,1
1,6,2,2,6,11,15,1,N,2
2,6,1,2,9,9,20,1,N,2
