how_easy_is_it_to_balance_your_work_life_and_personal_life_where_you_work?,my_employer_states_its_values_about_diversity.,my_employer_is_committed_to_creating_an_inclusive_and_equitable_workplace.,i_feel_respected_and_valued_in_my_workplace.,i_believe_the_culture_in_my_workplace_is_supportive.,have_you_ever_taken_voluntary_or_involuntary_extended_leave_(more_than_regular_vacation_or_paid_time_off)_from_your_career?,please_note_the_length_of_your_latest_or_most_significant_leave.,please_indicate_the_reason(s)_for_your_leave.,how_would_you_characterize_the_impact_your_time_off_had_on_your_career_progression?,"on_a_scale_of_1_to_10,_with_10_being_completely_satisfied,_how_satisfied_are_you_with_your_current_position?",recognition_from_colleagues/peers,recognition_from_leadership,leadership_opportunities,promotions,compensation,access_to_manager(s),"project,_committee,_or_team_assignments","do_you_currently_or_have_you_ever_had_a_mentor,_sponsor,_coach,_or_other_advisor_who_helped_you_navigate_your_career?",was_the_relationship_part_of_a_formal_mentoring_program?,did_their_support_measurably_impact_your_professional_growth?,"have_you_ever_served_in_the_workplace_as_a_mentor,_sponsor,_coach,_or_other_advisor?",was_the_relationship_part_of_a_formal_mentoring_program?.1,networking_at_in-person_conferences.1,networking_at_virtual_conferences.1,participate_in_employee_resource_groups.1,socialize_with_peers_within_my_company.1,socialize_with_peers_outside_of_my_company.1,"use_social_media_(e.g.,_linkedin).1",have_you_advanced_your_career_or_experienced_other_benefits_as_a_result_of_networking?,i_take_initiative_to_identify_new_job_opportunities.,i_am_likely_to_pursue_job_opportunities_that_are_presented_to_me.,"i_let_my_manager_know_what_i_want,_with_the_expectation_that_it_will_generate_growth_opportunities.",i_pursue_job_opportunities_even_if_i_do_not_fulfill_all_of_the_requirements_on_a_job_description.,i_find_that_job_opportunities_i_pursue_don’t_come_to_fruition.,i_trust_that_i_am_compensated_appropriately_for_my_accomplishments.,i_advocate_for_myself_when_appropriate_so_that_my_manager_knows_what_i_want_and_expect.,i_believe_i_am_being_paid_fairly_for_the_work_that_i_do.,i_avoid_discussions_about_salary_and_incentives.,"i_lead_the_discussion,_whether_or_not_i_am_facilitating_the_meeting.",i_contribute_to_discussions_without_hesitation.,i_keep_my_thoughts_to_myself_during_meetings.,i_volunteer_to_take_meeting_notes/minutes.,i_have_fair_opportunities_to_be_promoted.,i_believe_people_of_all_genders_have_the_same_opportunities_to_be_promoted_in_the_industry.,i_believe_people_of_all_ethnicities_have_the_same_opportunities_to_be_promoted_in_the_industry.,i_believe_people_of_all_ages_have_the_same_opportunities_to_be_promoted_in_the_industry.,i_believe_people_of_all_religious_beliefs_have_the_same_opportunities_to_be_promoted_in_the_industry.,i_believe_people_of_all_sexual_orientations_have_the_same_opportunities_to_be_promoted_in_the_industry.,which_of_the_following_best_describe_your_gender_identity?,is_your_first_language_the_primary_language_of_your_workplace?_,which_age_group_do_you_belong_to?,what_is_the_highest_degree_or_education_level_that_you_have_achieved?,which_of_the_following_groups_best_describes_your_employment_level?,which_of_the_following_groups_best_describes_the_organization_that_you_work_for?,approximately_what_is_the_size_of_your_employer's_workforce?,"in_which_of_the_following_areas_of_publishing_are_you_involved?_choose_the_function_that_most_closely_resembles_your_role,_or_self-describe_in_the_comment_box_if_your_area_is_not_listed.",how_long_have_you_worked_for_your_current_employer?,how_long_have_you_worked_in_publishing_and/or_related_industries?
4,3,3,0,0,0,-1,-1,-1,6,2,4,2,4,2,0,2,2,3,3,3,3,0,-1,0,-1,-1,-1,3,4,4,4,1,2,1,1,1,3,3,3,2,1,3,3,3,3,3,3,4,0,2,2,1,6,3,0,0,3
2,0,1,0,0,0,-1,-1,-1,0,2,0,0,0,-1,2,2,2,1,2,1,-1,1,-1,1,1,-1,2,0,3,0,3,1,0,0,3,1,3,4,3,3,4,1,2,2,4,2,2,4,0,1,2,1,6,1,6,0,0
4,3,0,0,0,0,-1,-1,-1,-1,4,0,0,0,2,2,2,1,-1,-1,3,3,0,0,0,0,2,0,3,3,3,0,3,1,1,0,0,4,2,2,3,1,1,4,4,0,0,1,-1,3,2,2,2,6,1,6,1,1
3,0,1,0,1,0,-1,-1,-1,4,0,0,0,2,2,2,0,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,2,2,4,1,3,0,4,0,3,4,4,4,3,0,1,1,4,0,0,4,3,1,2,0,4,2,6,0,0
4,3,3,3,3,2,0,2,3,-1,4,2,2,2,2,4,4,2,3,2,1,-1,2,-1,-1,0,-1,2,0,0,0,0,1,1,0,0,0,3,4,2,3,1,1,3,3,3,3,3,4,3,3,4,2,6,5,0,2,2
3,0,0,0,0,2,1,2,1,4,4,0,2,0,0,4,2,0,-1,-1,3,1,-1,0,-1,0,0,0,3,0,3,3,3,0,1,3,1,4,4,2,3,4,1,3,3,3,3,3,4,3,1,4,1,6,2,6,0,0
2,0,0,0,0,2,1,5,0,-1,2,0,0,0,2,2,2,1,-1,-1,1,-1,1,1,-1,-1,-1,1,0,0,0,0,1,1,0,0,0,0,3,4,4,4,4,0,1,1,0,0,4,3,2,4,2,0,1,12,1,3
4,0,0,0,0,2,1,4,3,6,2,0,3,3,0,2,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,1,1,0,1,0,3,4,4,4,4,2,2,2,2,2,4,3,1,1,1,6,5,13,0,0
4,3,3,3,0,2,4,5,3,10,4,4,4,4,2,4,4,2,1,3,3,1,1,-1,-1,1,0,2,3,0,3,3,0,1,0,3,0,1,2,2,3,1,1,3,3,3,3,3,4,3,3,1,4,3,2,6,3,2
3,1,1,1,1,2,2,2,1,4,3,3,3,3,3,3,3,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,3,3,3,0,0,0,0,0,0,1,4,4,4,4,1,3,3,3,3,3,4,0,5,2,4,0,2,13,2,2
4,0,0,0,0,2,0,5,3,8,2,2,2,2,2,2,2,1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,1,3,2,4,3,0,0,0,0,0,0,4,3,3,1,1,0,2,4,4,1
3,1,1,0,1,0,-1,-1,-1,6,2,0,0,3,0,2,2,1,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,1,1,1,1,2,1,0,4,0,4,2,4,3,4,1,1,1,0,1,0,3,3,4,2,6,3,12,1,1
3,3,0,3,0,2,0,1,3,-1,2,2,2,2,4,2,0,1,-1,-1,1,-1,-1,-1,-1,0,0,-1,3,4,1,1,2,2,3,3,3,1,4,2,3,3,4,1,1,1,2,0,0,3,3,1,2,6,5,6,1,2
4,0,0,0,0,0,-1,-1,-1,9,4,4,4,2,2,2,4,1,-1,-1,3,3,2,1,-1,2,2,2,0,0,0,0,1,2,0,0,1,1,4,2,4,4,0,0,0,0,0,0,4,3,2,4,2,6,2,9,1,1
4,0,3,0,0,0,-1,-1,-1,-1,2,2,2,2,0,2,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,1,0,1,2,1,1,1,0,3,4,4,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,3,3,3,3,2,4,5,3,8,4,4,0,2,0,2,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,3,0,3,0,0,-1,-1,-1,7,4,2,0,0,4,4,2,1,-1,-1,3,3,-1,-1,-1,-1,-1,2,1,4,0,0,4,1,3,0,3,1,4,2,4,3,1,0,1,1,3,3,4,3,2,1,2,6,1,15,0,1
0,0,0,3,3,0,-1,-1,-1,7,4,4,4,4,4,4,2,2,3,2,1,-1,2,1,-1,2,1,1,1,3,3,3,1,0,2,3,3,4,3,2,4,4,0,2,1,1,2,2,4,3,2,1,2,6,4,9,0,0
2,0,1,1,1,2,0,2,1,-1,4,0,3,0,3,4,4,2,1,2,3,3,0,1,1,0,2,1,3,3,0,0,1,1,4,0,4,0,4,2,4,3,1,4,4,4,4,4,4,3,2,2,2,6,5,2,3,1
4,3,3,3,3,0,-1,-1,-1,-1,4,4,4,4,2,4,1,1,-1,-1,3,1,0,1,-1,2,2,2,1,1,0,0,1,2,0,0,0,1,4,2,3,1,0,3,3,3,3,3,4,3,1,1,2,6,2,0,0,1
4,3,0,0,0,2,1,0,3,8,2,2,2,2,2,2,2,1,-1,-1,0,-1,0,-1,2,0,1,-1,3,1,1,1,1,2,1,0,1,1,4,2,3,1,1,1,1,1,2,1,0,3,4,4,3,6,2,6,2,2
0,0,3,0,3,0,-1,-1,-1,8,2,2,0,0,2,4,2,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,1,3,3,3,0,0,0,1,0,0,4,2,4,4,1,0,1,1,0,0,0,0,1,2,0,6,5,11,4,4
3,0,0,0,0,0,-1,-1,-1,8,2,2,2,2,2,2,2,2,1,3,1,-1,2,-1,-1,1,1,-1,3,0,0,0,0,1,0,3,0,4,4,4,3,3,0,0,1,1,1,0,4,3,1,4,2,6,3,9,0,0
3,3,3,3,0,0,-1,-1,-1,8,2,2,2,2,0,2,2,1,-1,-1,1,-1,2,-1,-1,0,-1,2,0,0,1,0,0,2,1,0,1,1,3,4,4,4,0,1,1,1,1,1,1,3,3,1,2,6,3,16,2,2
4,3,3,3,3,2,0,2,1,8,2,2,0,1,4,4,2,1,-1,-1,3,1,2,1,-1,2,1,1,3,0,1,0,1,1,3,0,3,0,4,2,4,3,0,0,0,1,1,3,4,0,1,4,2,8,3,11,4,3
2,4,4,4,4,0,-1,-1,-1,-1,2,3,0,3,3,2,2,0,-1,-1,0,-1,-1,-1,-1,2,-1,-1,1,2,0,0,1,0,4,0,4,1,4,4,4,4,4,0,0,0,0,0,0,3,2,1,0,6,3,12,1,1
4,0,0,0,1,2,1,5,1,5,2,2,2,2,0,4,2,1,-1,-1,3,3,-1,-1,-1,0,-1,2,1,0,0,1,1,3,1,0,1,0,2,2,3,1,0,0,1,0,0,0,4,3,3,4,2,6,1,9,2,2
2,3,1,0,3,0,-1,-1,-1,6,2,2,2,4,2,4,2,1,-1,-1,3,3,0,1,-1,2,-1,1,1,0,0,1,0,0,0,1,0,0,2,2,1,1,0,4,1,0,3,3,3,2,2,4,2,6,1,6,3,1
4,0,0,0,0,0,-1,-1,-1,7,2,0,0,2,2,4,2,2,3,3,3,3,0,-1,-1,0,2,1,1,0,0,0,0,0,0,0,0,1,4,2,4,2,0,0,0,0,0,0,4,3,2,1,2,6,5,3,1,1
3,3,0,3,0,0,-1,-1,-1,7,4,2,2,2,2,4,4,2,1,3,1,-1,0,-1,-1,0,-1,2,0,0,1,0,1,2,0,0,0,1,4,0,3,1,0,2,2,2,2,2,4,3,2,2,1,6,5,6,3,3
4,3,3,0,0,0,-1,-1,-1,9,4,2,4,0,2,4,1,2,3,2,1,-1,2,1,-1,2,2,2,3,3,3,0,3,0,1,0,0,1,2,2,4,2,2,0,1,1,2,0,4,3,1,1,0,6,3,0,0,0
0,0,1,4,4,2,3,2,3,0,3,3,3,1,2,0,0,1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,4,3,3,1,2,1,4,4,4,4,4,4,3,3,6,4,0,4,2,6,1,1
4,3,3,3,3,2,0,5,3,-1,4,4,4,2,2,4,4,1,-1,-1,3,3,0,-1,2,-1,-1,-1,0,2,2,0,2,2,0,0,0,0,2,2,4,4,1,0,1,0,0,3,4,3,2,4,4,4,3,-1,1,1
3,0,0,0,0,2,2,5,1,7,2,2,0,2,0,4,2,2,3,1,3,3,0,1,-1,0,0,1,1,0,3,3,3,1,1,0,1,1,4,4,4,1,0,1,1,1,1,1,4,0,2,2,4,6,5,6,4,1
2,0,0,0,1,0,-1,-1,-1,6,4,2,0,3,3,4,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,3,0,3,0,0,1,0,1,1,4,2,3,4,1,1,1,1,0,1,4,3,1,4,1,6,5,6,0,0
2,0,0,0,0,0,-1,-1,-1,5,2,0,4,0,3,0,0,1,-1,-1,3,1,0,-1,-1,-1,-1,-1,0,0,1,0,4,4,4,1,4,0,4,2,1,2,2,1,4,0,2,0,4,3,4,2,3,6,-1,10,3,1
4,3,3,3,3,0,-1,-1,-1,8,4,2,2,2,2,4,4,2,3,2,3,3,-1,-1,-1,2,-1,2,0,0,3,0,0,1,0,0,0,3,4,2,4,3,3,2,1,1,2,2,4,3,2,2,1,7,1,5,3,3
4,3,0,0,0,0,-1,-1,-1,7,2,4,2,0,0,4,4,2,3,2,1,-1,2,2,-1,2,2,-1,3,1,0,0,0,1,1,0,4,1,2,2,4,2,1,1,4,1,1,1,1,3,1,1,1,6,3,0,0,0
4,2,0,0,0,0,-1,-1,-1,8,2,4,2,1,2,4,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,3,2,4,3,1,0,2,1,0,0,4,0,1,2,1,6,3,12,0,0
3,3,0,0,0,0,-1,-1,-1,8,2,2,2,2,0,2,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,0,3,3,0,-1,-1,-1,8,2,0,0,0,0,2,2,2,1,3,3,3,1,1,1,2,1,1,3,0,3,0,0,3,1,3,4,4,2,0,1,4,4,4,4,1,1,1,0,3,4,4,4,1,3,2,1,2
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,3,3,0,0,0,-1,-1,-1,5,2,2,0,0,2,2,2,1,-1,-1,3,1,0,-1,-1,0,-1,2,3,0,0,0,0,1,0,0,0,1,4,4,4,4,0,0,0,1,0,0,4,3,3,4,2,4,6,13,0,0
0,3,3,0,3,0,-1,-1,-1,-1,2,2,0,3,2,2,0,2,1,0,1,-1,-1,-1,-1,0,-1,2,1,0,3,1,1,2,0,0,0,2,1,1,2,1,1,0,0,0,0,0,4,0,1,4,0,6,2,6,0,0
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,1,1,0,-1,-1,-1,8,2,2,2,0,0,4,0,1,-1,-1,3,1,0,1,-1,-1,-1,1,3,0,3,1,3,2,4,3,1,1,4,2,3,4,0,4,1,1,1,1,4,3,1,4,4,0,3,15,1,1
4,0,0,0,0,0,-1,-1,-1,-1,4,2,2,2,0,2,2,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,0,0,0,0,1,0,1,0,4,4,4,4,0,0,0,0,0,0,4,3,1,1,0,6,2,9,0,0
3,3,3,0,0,2,4,3,1,5,2,0,0,0,2,2,2,1,-1,-1,1,-1,0,1,-1,0,-1,2,1,0,0,2,0,3,0,1,0,0,3,4,4,3,1,0,2,1,2,2,4,3,2,2,1,6,2,0,0,3
3,1,1,1,4,2,0,5,2,-1,2,0,0,2,4,0,2,2,3,2,3,3,0,1,-1,0,0,2,3,3,1,0,4,4,1,3,0,4,3,4,2,1,2,4,4,4,4,4,4,3,2,4,2,6,3,0,4,1
4,0,0,0,0,2,0,5,1,8,2,2,2,0,3,2,2,2,3,3,3,3,1,1,-1,-1,1,1,3,0,0,0,0,0,1,0,4,1,4,2,3,2,1,4,4,4,0,0,4,0,2,2,4,4,4,10,1,1
4,3,3,3,3,0,-1,-1,-1,9,2,4,2,1,2,4,4,2,1,2,3,0,2,-1,-1,2,-1,1,3,1,1,3,2,2,1,0,0,0,4,2,4,1,1,0,2,1,2,0,4,3,2,1,4,6,3,12,1,1
3,3,3,3,3,2,1,8,2,-1,4,4,4,4,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,3,3,3,3,0,-1,-1,-1,8,4,4,2,2,2,4,2,2,1,3,1,-1,2,-1,2,0,2,2,3,0,1,0,1,1,0,0,0,1,4,2,4,4,1,0,0,0,0,0,4,0,2,2,2,6,2,6,3,3
3,3,0,3,3,0,-1,-1,-1,-1,4,4,4,2,4,4,4,2,1,3,0,-1,-1,-1,-1,0,0,2,3,3,1,3,3,2,0,0,3,1,2,0,3,2,0,3,0,0,3,3,4,3,3,2,2,4,3,12,3,1
4,3,0,3,3,0,-1,-1,-1,8,4,2,2,3,2,4,4,1,-1,-1,1,-1,2,2,-1,0,-1,1,1,1,1,0,1,0,1,0,1,1,4,2,4,3,4,0,1,0,0,1,0,3,2,4,1,6,2,16,1,1
3,3,0,1,1,0,-1,-1,-1,7,-1,2,0,0,2,2,2,2,3,2,3,3,0,1,-1,2,0,1,3,0,0,0,1,1,0,1,0,0,4,2,3,1,0,0,0,1,0,0,0,3,5,1,4,6,2,9,1,2
1,1,1,0,0,0,-1,-1,-1,8,2,2,4,2,2,2,2,1,-1,-1,3,0,2,-1,-1,0,-1,-1,0,1,1,0,1,2,4,3,1,1,2,2,2,1,0,1,4,4,1,0,4,3,3,1,4,6,2,0,2,2
3,3,0,3,3,0,-1,-1,-1,9,2,2,2,0,0,2,2,1,-1,-1,3,3,-1,-1,-1,0,-1,2,0,3,0,0,0,0,1,0,0,1,3,4,2,3,0,1,1,1,1,1,4,3,1,4,1,6,5,12,3,3
0,3,3,3,3,2,3,1,2,10,-1,-1,-1,4,-1,-1,4,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,3,4,0,3,3,0,0,0,0,3,4,0,2,0,0,1,1,1,1,1,0,0,2,1,1,8,5,16,0,1
4,3,3,3,3,0,-1,-1,-1,8,4,2,2,2,2,4,2,1,-1,-1,3,1,0,2,-1,2,2,-1,1,0,0,0,0,0,0,0,0,1,4,4,4,4,0,0,1,0,0,0,1,3,2,1,2,4,3,15,1,1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,3,0,3,3,0,-1,-1,-1,9,2,4,4,0,2,4,2,2,1,2,3,1,0,1,-1,2,1,-1,3,2,1,0,1,2,1,3,1,1,2,2,4,4,1,0,1,1,2,1,4,3,3,4,2,0,2,-1,-1,-1
4,3,3,3,3,2,0,0,2,9,4,4,2,0,2,2,4,2,3,2,1,-1,-1,-1,1,1,1,1,1,3,3,3,3,2,0,3,0,0,4,0,3,4,0,0,0,0,0,0,4,0,1,4,0,6,2,6,0,0
3,3,0,0,0,2,4,5,1,4,4,0,3,3,0,2,2,1,-1,-1,3,3,0,1,-1,2,0,-1,0,0,0,1,1,0,1,0,0,0,4,2,4,4,4,1,1,1,0,0,4,3,3,2,2,6,5,2,0,3
4,0,0,0,0,0,-1,-1,-1,-1,4,2,1,1,2,4,4,2,1,3,1,-1,-1,-1,-1,-1,0,2,3,0,0,2,0,1,0,0,0,1,3,2,4,1,0,4,4,0,0,1,4,3,2,1,1,6,1,6,0,1
0,3,0,3,3,2,0,5,3,8,4,4,2,2,4,4,4,1,-1,-1,3,3,0,-1,-1,0,-1,2,1,0,3,0,0,1,0,0,3,1,4,2,3,3,0,1,0,1,0,0,4,3,2,4,2,6,3,0,3,1
3,3,3,0,0,0,-1,-1,-1,9,4,0,0,0,3,2,4,1,-1,-1,3,3,-1,-1,-1,-1,-1,2,1,0,0,0,0,4,4,0,4,1,4,2,4,4,4,3,3,3,3,3,4,3,3,6,2,4,2,5,3,2
0,3,0,0,0,0,-1,-1,-1,8,4,4,4,2,0,4,4,2,3,2,1,-1,-1,-1,1,-1,-1,-1,3,4,0,0,1,0,1,0,1,1,4,4,3,3,0,0,1,2,2,2,1,3,1,2,1,6,3,9,0,0
3,3,3,0,0,2,0,5,3,7,4,4,4,2,2,2,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,1,1,0,0,0,0,2,2,3,3,0,0,0,1,0,0,4,3,4,1,4,4,2,2,2,2
4,0,0,3,0,2,3,8,2,8,0,2,4,4,2,4,2,2,1,3,3,3,0,1,2,0,0,2,3,0,1,0,0,1,0,0,0,1,2,2,4,4,3,3,1,0,3,3,0,3,3,2,4,6,3,6,2,2
3,3,0,0,0,0,-1,-1,-1,7,4,2,2,2,0,4,2,1,-1,-1,3,3,2,-1,-1,2,-1,-1,3,0,1,1,1,0,1,0,0,1,4,2,3,3,0,0,2,1,2,0,4,3,2,1,2,6,5,6,1,1
3,0,0,0,0,2,0,4,3,-1,0,0,0,0,2,2,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,3,3,1,0,0,1,0,0,0,4,2,3,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,3,3,3,0,-1,-1,-1,10,4,4,4,4,4,4,4,2,3,3,3,0,2,-1,-1,2,0,-1,3,0,2,0,1,4,0,2,0,0,4,2,3,4,0,3,3,3,3,3,4,0,2,2,2,6,5,6,0,0
3,3,0,0,1,0,-1,-1,-1,4,0,0,3,3,2,2,1,2,3,2,1,-1,1,-1,2,-1,0,2,1,3,3,0,0,0,4,0,4,0,4,2,4,4,4,1,1,0,0,3,4,0,1,4,1,6,1,8,0,0
3,0,0,0,0,1,-1,-1,-1,6,4,0,2,2,0,2,2,1,-1,-1,3,3,-1,-1,1,-1,-1,-1,3,3,3,0,0,0,1,3,1,1,2,2,4,4,0,0,4,2,2,2,0,3,2,4,1,6,1,12,0,0
3,0,0,0,0,0,-1,-1,-1,9,4,4,2,1,0,4,4,1,-1,-1,1,-1,-1,-1,-1,0,0,-1,3,0,1,0,4,4,1,0,1,1,3,2,4,4,2,0,0,0,0,0,4,0,2,4,2,6,2,6,3,3
3,0,0,0,0,0,-1,-1,-1,-1,2,0,0,0,3,2,0,1,-1,-1,1,-1,0,1,-1,-1,2,-1,0,3,3,0,1,1,1,0,4,0,4,4,4,4,2,1,1,1,2,2,3,3,2,2,2,6,5,6,0,3
2,0,0,0,0,0,-1,-1,-1,7,2,2,2,2,2,2,0,2,1,2,3,1,1,-1,-1,1,2,2,2,2,2,2,2,2,0,0,1,1,2,2,4,3,0,1,1,1,1,1,0,3,1,4,2,6,3,1,3,3
4,0,0,0,0,0,-1,-1,-1,8,2,2,2,2,2,2,2,1,-1,-1,1,-1,-1,-1,-1,2,-1,-1,3,0,0,0,0,1,0,0,0,1,2,0,3,4,0,2,2,2,2,2,4,3,1,1,0,6,3,1,0,0
2,3,3,3,3,0,-1,-1,-1,8,4,2,2,2,2,2,2,2,3,3,3,3,0,1,-1,0,-1,2,0,1,1,3,1,2,0,3,0,4,4,0,3,1,3,3,3,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,1,0,1,0,-1,-1,-1,7,4,4,0,0,0,4,2,1,-1,-1,3,3,2,1,2,2,2,2,3,1,0,3,4,2,1,2,4,2,4,2,3,3,3,1,1,1,0,0,4,3,4,2,2,0,-1,6,1,1
3,3,0,0,3,0,-1,-1,-1,8,2,2,2,2,4,4,2,2,3,1,3,1,-1,-1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4,2,3,4,3,0,1,1,0,0,4,3,2,2,1,6,5,6,3,3
3,3,3,3,3,1,-1,-1,-1,8,2,2,2,2,2,4,4,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,2,2,0,2,2,0,0,0,1,3,4,4,1,2,0,0,2,0,0,4,3,4,1,2,6,5,14,0,3
2,3,3,0,3,0,-1,-1,-1,7,2,2,2,0,2,0,2,1,-1,-1,3,3,-1,-1,-1,-1,2,-1,3,0,1,1,3,0,0,0,0,1,4,4,4,3,4,4,4,4,4,4,0,3,2,4,2,6,3,9,0,1
4,0,3,3,3,0,-1,-1,-1,8,4,2,2,2,2,4,4,2,1,3,3,3,0,-1,-1,2,2,2,3,0,0,3,0,1,0,0,0,4,4,4,3,2,0,1,1,1,1,1,4,3,1,1,2,7,3,9,0,3
4,0,0,3,0,0,-1,-1,-1,7,2,4,2,2,0,4,0,1,-1,-1,1,-1,2,-1,-1,0,-1,-1,1,0,3,0,1,2,1,1,1,0,1,4,4,2,1,0,1,1,3,3,4,3,1,1,1,6,6,6,0,0
3,3,3,3,3,0,-1,-1,-1,-1,4,4,1,1,2,4,4,2,3,1,1,-1,0,0,-1,-1,-1,2,1,1,1,1,1,2,0,1,0,0,4,2,4,3,2,2,2,2,2,1,4,3,4,1,2,-1,-1,-1,1,2
2,4,4,1,4,0,-1,-1,-1,3,2,0,3,3,3,0,1,1,-1,-1,1,-1,-1,2,-1,2,2,-1,1,3,3,3,0,0,1,0,1,1,1,4,4,1,1,1,4,1,1,1,4,3,1,2,1,6,3,0,0,0
4,0,0,0,0,0,-1,-1,-1,8,4,2,2,2,2,2,2,2,1,3,3,1,-1,-1,1,0,-1,-1,0,2,2,0,1,2,0,0,0,1,4,2,4,4,0,2,1,2,2,2,4,0,2,4,1,6,6,12,3,3
2,1,0,3,1,2,0,2,3,8,4,4,2,2,0,4,4,1,-1,-1,1,-1,0,1,0,2,-1,1,3,1,0,4,0,1,4,1,4,1,2,0,3,4,1,1,1,1,1,1,4,3,4,4,4,0,2,6,2,1
4,0,0,0,0,0,-1,-1,-1,8,2,2,1,1,0,2,0,1,-1,-1,1,-1,0,-1,-1,0,-1,-1,1,3,3,3,3,0,0,3,0,1,3,4,4,4,0,0,0,0,0,0,4,3,1,1,1,6,2,6,3,3
3,3,0,3,0,0,-1,-1,-1,9,4,2,0,2,2,4,-1,2,3,2,1,-1,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,4,3,4,4,4,0,1,1,1,0,0,4,3,1,1,1,6,5,6,0,3
4,0,1,1,1,0,-1,-1,-1,6,2,4,3,3,3,4,0,1,-1,-1,1,-1,0,1,-1,-1,0,-1,3,1,0,0,1,1,4,3,4,3,3,2,4,4,1,0,0,0,0,0,4,3,1,2,1,6,3,6,0,0
3,3,3,0,0,2,4,5,3,3,0,2,2,3,0,2,2,2,1,2,3,1,0,-1,2,0,0,1,1,0,0,0,1,0,1,1,1,3,2,2,4,4,0,0,0,0,0,3,4,3,2,4,2,6,1,9,3,1
4,0,0,0,0,0,-1,-1,-1,7,2,2,2,2,0,2,2,1,-1,-1,1,-1,1,-1,1,2,-1,1,0,0,3,3,3,1,1,0,1,1,3,2,4,3,0,4,4,4,4,4,4,0,2,2,1,6,2,6,4,4
3,3,3,0,0,0,-1,-1,-1,7,2,0,0,0,0,4,2,1,-1,-1,1,-1,-1,-1,-1,0,-1,2,1,3,0,0,0,0,1,3,1,0,3,2,4,3,1,0,0,1,0,0,4,3,0,1,0,6,1,1,0,0
3,3,1,0,3,0,-1,-1,-1,6,4,0,2,3,3,0,0,2,1,3,1,-1,-1,-1,2,2,-1,1,1,3,3,0,0,0,4,0,4,3,3,2,4,2,0,0,1,1,3,3,3,3,1,1,1,6,1,12,3,0
