,RAC1P,SEX,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
3746,7,2,6,1,4,1,1
3747,1,1,9,1,1,2,0
3748,5,2,7,1,3,1,1
3749,1,2,7,1,4,2,0
3750,2,1,3,5,7,3,1
3751,1,2,3,3,3,3,0
3752,1,1,6,3,2,2,1
3753,1,1,7,6,5,1,1
3754,1,2,7,1,4,1,1
3755,1,1,3,2,1,1,0
3756,1,1,8,5,3,1,2
3757,2,2,7,5,3,2,0
3758,5,2,12,6,7,1,0
3759,1,2,5,3,3,1,1
3760,5,1,7,2,1,1,1
3761,1,1,4,2,3,1,0
3762,6,2,3,1,6,1,1
3763,1,2,5,1,1,3,0
3764,2,2,5,1,5,1,1
3765,1,1,4,3,3,3,1
3766,1,2,6,1,1,1,1
3767,1,1,6,1,1,1,1
3768,8,1,3,2,3,2,1
3769,1,1,5,6,4,1,0
3770,1,2,6,1,5,1,1
3771,6,1,4,1,1,3,0
3772,1,2,5,6,1,1,1
3773,2,2,1,4,2,1,0
3774,6,2,2,1,0,2,0
3775,3,2,6,6,0,1,1
3776,2,1,7,5,3,3,1
3777,1,2,8,6,3,1,1
3778,2,2,8,1,3,1,1
3779,8,2,3,4,1,1,1
3780,1,1,4,1,0,1,1
3781,8,2,12,5,2,1,2
3782,8,2,6,6,4,3,1
3783,1,2,4,2,1,2,1
3784,1,2,5,1,1,3,1
3785,2,2,6,4,1,3,0
3786,8,2,6,1,5,1,1
3787,3,2,4,6,2,1,0
3788,1,1,7,4,1,3,0
3789,8,2,7,1,4,1,1
3790,1,2,10,1,3,3,1
3791,1,1,6,1,1,1,2
3792,8,1,10,1,2,1,1
3793,1,1,6,4,1,1,1
3794,1,1,4,4,3,3,1
3795,1,2,4,3,3,1,0
3796,1,2,5,6,3,1,1
3797,8,2,2,5,0,1,1
3798,1,2,4,4,2,1,0
3799,1,2,2,5,0,2,1
3800,1,1,3,6,8,1,0
3801,1,1,5,5,1,1,1
3802,1,1,6,4,7,1,1
3803,1,1,4,2,1,3,2
3804,2,2,2,6,3,3,0
3805,6,2,4,4,0,1,1
3806,8,1,7,1,2,1,1
3807,1,1,7,1,1,1,1
3808,1,2,3,3,0,2,1
3809,1,2,5,6,9,1,0
3810,1,1,8,2,1,2,0
3811,1,1,3,1,1,2,0
3812,1,1,7,5,2,1,1
3813,6,2,7,3,3,1,1
3814,1,2,7,4,4,2,1
3815,1,2,6,3,3,1,1
3816,1,1,5,6,6,1,1
3817,1,2,12,1,4,1,2
3818,2,1,3,3,1,2,0
3819,7,2,4,6,4,1,0
3820,6,2,4,3,2,2,0
3821,1,2,11,4,3,3,2
3822,1,2,7,6,3,3,1
3823,2,1,12,1,2,1,1
3824,1,2,7,4,0,2,0
3825,1,2,6,1,4,1,2
3826,1,2,4,6,0,1,1
3827,8,2,6,6,9,3,1
3828,1,1,6,2,3,1,1
3829,1,2,5,1,3,3,1
3830,8,1,6,1,0,1,2
3831,1,1,5,1,1,3,0
3832,7,2,4,1,2,1,0
3833,1,1,3,2,1,1,0
3834,8,1,1,6,2,1,1
3835,6,2,1,6,3,1,0
3836,1,1,5,2,1,1,1
3837,8,1,6,6,6,3,0
3838,6,2,8,1,1,1,1
3839,1,1,6,2,2,1,1
3840,2,1,9,2,1,3,2
3841,2,2,5,2,3,1,2
3842,2,1,5,6,2,1,1
3843,1,2,7,1,4,1,1
3844,2,2,2,1,4,1,0
3845,2,2,2,3,1,2,0
3846,1,1,6,1,1,1,1
3847,1,2,7,1,4,1,2
3848,8,2,2,6,7,3,1
3849,8,2,2,6,1,1,0
3850,5,2,8,6,3,1,0
3851,1,2,5,6,5,1,0
3852,1,1,11,1,0,1,1
3853,1,1,3,6,5,1,0
3854,3,2,5,1,2,1,1
3855,4,2,3,1,1,1,1
3856,1,2,6,2,9,1,2
3857,6,2,5,2,3,1,1
3858,1,1,9,1,2,3,1
3859,1,2,9,1,1,2,0
3860,6,1,6,3,1,2,1
3861,2,1,4,5,2,1,1
3862,6,2,6,1,2,1,2
3863,5,1,1,6,2,1,0
3864,1,2,9,1,0,3,0
3865,1,1,8,6,2,2,0
3866,1,2,2,1,3,3,1
3867,2,1,5,3,3,1,1
3868,1,2,1,6,2,1,0
3869,1,2,5,6,6,2,0
3870,7,1,6,6,2,1,0
3871,1,1,6,1,1,2,0
3872,1,2,6,5,2,3,2
3873,1,1,4,2,1,2,1
3874,1,2,7,3,4,1,1
3875,4,1,4,6,3,1,1
3876,1,1,11,1,2,1,2
3877,1,2,7,5,5,3,0
3878,2,2,7,6,4,1,0
3879,2,1,8,1,4,1,1
3880,2,1,8,1,4,1,1
3881,1,1,7,3,5,3,1
3882,6,1,3,6,2,1,0
3883,5,1,7,1,2,1,1
3884,1,1,7,2,2,3,2
3885,1,1,1,1,3,3,1
3886,6,2,12,6,9,1,0
3887,1,2,7,6,8,1,0
3888,1,1,5,5,2,2,1
3889,8,2,4,1,3,1,1
3890,1,1,3,4,1,1,1
3891,8,1,6,1,3,1,1
3892,1,1,4,4,1,2,1
3893,1,2,7,4,2,1,1
3894,1,2,7,5,2,1,1
3895,1,2,5,4,1,1,1
3896,1,1,5,3,1,1,1
3897,1,1,5,1,1,2,0
3898,1,2,7,3,4,1,1
3899,2,2,6,1,8,1,1
3900,1,1,6,3,2,1,1
3901,1,1,5,1,1,3,1
3902,1,1,2,3,3,2,0
3903,1,2,5,2,3,1,1
3904,4,1,6,4,3,2,0
3905,5,1,6,4,2,2,2
3906,1,2,7,2,0,2,0
3907,1,2,7,6,3,1,0
3908,7,2,2,3,0,2,1
3909,2,2,3,6,1,3,1
3910,8,1,6,1,1,1,2
3911,1,1,9,1,1,3,0
3912,2,2,3,2,2,3,2
3913,2,1,5,1,3,1,1
3914,1,2,7,5,3,1,1
3915,1,2,11,4,2,1,2
3916,6,2,7,1,1,1,1
3917,4,1,6,6,4,1,1
3918,1,2,7,4,2,2,0
3919,1,1,8,6,4,1,0
3920,1,1,3,1,1,1,1
3921,1,1,4,6,4,1,0
3922,7,2,4,6,2,1,0
3923,1,2,5,5,1,3,2
3924,5,1,8,6,2,1,0
3925,1,1,5,2,8,1,2
3926,1,2,4,1,1,1,0
3927,1,2,4,1,2,2,1
3928,1,2,1,1,1,3,0
3929,1,1,3,4,0,1,2
3930,1,2,6,4,1,1,2
3931,7,2,7,6,3,3,1
3932,2,1,4,5,1,2,1
3933,1,2,6,1,5,1,1
3934,2,2,10,2,2,2,2
3935,2,1,7,6,3,2,0
3936,1,2,8,6,1,1,1
3937,1,2,5,2,4,3,0
3938,1,2,2,4,0,2,1
3939,1,1,1,5,1,3,1
3940,1,2,5,4,3,1,1
3941,2,1,7,6,9,1,0
3942,1,1,6,5,4,1,1
3943,1,2,8,6,0,1,1
3944,1,2,2,1,3,2,0
3945,1,2,5,6,5,1,1
3946,2,1,6,4,2,1,1
3947,1,1,9,1,2,3,1
3948,8,1,6,4,1,1,1
3949,1,2,4,1,2,2,0
3950,1,2,6,5,1,2,1
3951,1,2,9,5,3,3,2
3952,1,2,5,1,1,1,1
3953,1,1,7,4,2,3,2
3954,3,2,3,6,3,1,1
3955,7,1,8,6,4,1,0
3956,1,1,6,1,3,2,0
3957,7,2,8,1,2,1,1
3958,1,2,6,2,2,1,1
3959,2,2,7,1,1,1,2
3960,2,1,6,3,3,1,1
3961,1,2,6,4,2,3,2
3962,1,2,6,1,0,1,1
3963,1,1,6,6,8,1,1
3964,5,1,9,1,1,1,1
3965,1,1,7,1,1,3,1
3966,6,2,2,6,0,1,0
3967,3,2,2,3,3,2,0
3968,1,2,3,2,1,3,0
3969,7,1,6,1,4,1,1
3970,2,2,7,5,4,1,1
3971,6,1,8,6,7,1,0
3972,1,2,4,4,0,1,1
3973,8,1,3,1,0,1,0
3974,4,2,6,1,2,1,1
3975,1,1,6,1,0,1,2
3976,1,2,7,6,9,1,1
3977,8,2,6,1,3,1,1
3978,3,2,9,6,7,1,1
3979,2,1,5,3,0,2,0
3980,1,1,7,6,1,2,0
3981,2,1,8,2,2,2,0
3982,1,1,5,2,3,2,2
3983,1,2,8,6,5,1,0
3984,5,1,6,5,4,1,2
3985,5,2,3,2,3,1,1
3986,1,2,3,2,1,1,0
3987,1,1,5,1,1,3,1
3988,3,1,6,1,2,1,1
3989,1,2,2,3,2,3,1
3990,1,2,5,1,2,2,0
3991,2,1,2,2,2,1,0
3992,1,1,1,5,3,1,0
3993,6,1,6,1,1,1,2
3994,2,1,6,3,3,1,1
3995,1,2,5,2,1,2,2
3996,1,2,5,6,5,1,0
3997,8,1,4,2,2,2,1
3998,6,1,4,2,0,2,0
3999,1,1,4,2,0,2,1
4000,8,1,10,4,2,1,1
4001,1,2,5,6,7,1,0
4002,1,1,6,1,2,2,0
4003,1,1,4,4,3,1,0
4004,1,2,1,6,5,1,0
4005,1,2,2,2,3,1,0
4006,1,2,3,1,1,1,0
4007,1,2,2,2,2,3,1
4008,2,1,3,3,1,1,1
4009,1,2,3,4,2,3,2
4010,1,2,6,1,3,1,1
4011,4,1,6,6,1,3,1
4012,1,2,5,1,2,1,1
4013,4,2,8,6,4,1,0
4014,1,1,5,1,5,2,0
4015,1,2,9,1,3,3,1
4016,1,2,8,5,1,1,2
4017,1,2,5,2,4,3,2
4018,1,1,8,5,7,1,1
4019,1,1,3,4,1,1,0
4020,1,1,6,3,1,2,1
4021,1,2,3,3,3,2,0
4022,1,2,9,1,8,1,1
4023,1,1,12,1,3,1,1
4024,2,2,2,1,2,3,1
4025,1,1,8,6,4,1,1
4026,1,1,6,6,1,1,0
4027,1,1,3,3,2,2,0
4028,1,1,3,4,0,1,1
4029,2,1,2,1,4,1,0
4030,1,2,6,6,3,2,0
4031,7,1,10,1,3,1,2
4032,2,2,2,1,4,1,1
4033,2,2,5,6,3,3,1
4034,7,1,8,6,0,2,0
4035,2,1,3,1,2,1,0
4036,1,2,5,2,6,3,2
4037,5,2,7,4,1,2,1
4038,5,1,6,4,2,3,1
4039,1,2,4,4,2,2,2
4040,8,1,4,2,1,3,1
4041,2,2,1,6,5,3,1
4042,1,2,7,1,3,1,1
4043,1,2,7,1,0,2,0
4044,1,2,5,4,0,1,1
4045,1,1,6,2,3,1,1
4046,1,1,6,3,2,2,0
4047,5,1,4,4,2,2,1
4048,1,1,3,2,1,2,2
4049,6,2,11,6,6,1,0
4050,1,1,5,2,1,2,0
4051,2,1,6,5,1,3,0
4052,1,1,5,3,1,1,1
4053,2,1,6,3,2,3,1
4054,5,2,3,6,1,2,0
4055,5,1,4,4,1,1,0
4056,2,1,4,2,1,1,0
4057,3,2,8,6,4,1,0
4058,1,1,3,2,4,3,2
4059,5,1,9,6,6,1,0
4060,1,1,4,6,1,2,0
4061,6,2,5,4,0,2,0
4062,8,1,8,4,4,2,2
4063,1,1,5,3,2,3,1
4064,1,1,4,1,0,3,0
4065,2,1,5,4,5,1,1
4066,1,1,2,3,1,3,0
4067,5,1,3,1,6,3,1
4068,1,2,5,1,4,3,0
4069,2,1,5,1,4,3,1
4070,1,2,3,1,5,3,0
4071,1,2,7,6,1,1,0
4072,1,1,6,5,1,2,1
4073,1,1,8,2,0,2,0
4074,1,2,3,6,4,1,1
4075,1,2,4,3,1,3,2
4076,1,1,2,2,1,1,0
4077,9,1,6,2,1,3,2
4078,1,1,3,2,4,1,0
4079,1,2,4,2,1,3,2
4080,1,1,6,1,7,1,1
4081,1,1,7,3,3,1,1
4082,1,2,7,3,2,3,1
4083,2,2,7,6,4,1,0
4084,2,2,2,6,2,1,1
4085,1,2,3,1,3,3,0
4086,1,1,1,1,1,1,0
4087,1,1,4,1,0,2,0
4088,1,1,5,1,3,1,1
4089,1,1,9,2,1,2,2
4090,1,1,1,2,2,1,1
4091,8,1,7,1,2,1,2
4092,1,2,3,2,3,2,0
4093,2,2,6,1,0,1,1
4094,2,2,5,1,2,1,1
4095,2,2,9,4,2,1,1
4096,1,2,7,2,1,1,1
4097,1,1,6,4,2,1,1
4098,8,2,4,5,0,1,0
4099,1,2,3,1,1,2,0
4100,1,2,3,2,2,3,0
4101,2,1,3,1,0,1,0
4102,8,2,2,4,1,2,1
4103,6,1,4,3,1,1,1
4104,1,1,6,1,1,1,2
4105,7,1,6,5,0,1,1
4106,1,1,12,1,3,1,1
4107,8,1,8,1,2,1,2
4108,1,1,4,1,1,2,0
4109,6,1,5,3,1,2,1
4110,7,1,2,3,1,1,0
4111,1,1,3,4,1,2,0
4112,2,2,8,6,3,3,1
4113,2,2,1,6,6,1,0
4114,1,2,6,1,2,1,2
4115,7,2,4,6,7,1,0
4116,1,2,12,6,5,1,1
4117,1,1,5,1,1,1,1
4118,1,1,8,1,2,2,1
4119,1,1,6,5,1,3,1
4120,2,2,7,5,1,1,1
4121,1,1,7,1,5,1,1
4122,2,2,12,5,2,3,2
4123,8,1,5,6,5,1,1
4124,2,1,7,6,3,1,1
4125,8,2,12,1,1,1,2
4126,1,2,4,1,0,3,0
4127,1,2,3,2,4,1,0
4128,1,1,6,1,2,1,1
4129,1,2,8,1,0,3,0
4130,1,1,5,2,0,2,2
4131,1,1,3,6,2,1,0
4132,7,1,5,6,0,1,1
4133,1,1,5,2,1,3,0
4134,1,2,5,6,2,1,0
4135,1,1,4,1,0,1,0
4136,1,2,7,3,2,1,1
4137,2,2,5,6,3,1,0
4138,1,2,5,6,3,3,1
4139,1,1,3,1,3,2,0
4140,1,2,6,1,3,1,1
4141,1,1,7,4,4,3,1
4142,1,1,7,6,3,3,1
4143,1,2,6,2,2,1,1
4144,1,1,6,4,2,3,0
4145,2,1,3,4,1,2,0
4146,2,2,3,2,1,2,1
4147,5,1,2,6,2,1,0
4148,1,2,6,4,0,2,0
4149,1,1,8,1,3,1,1
4150,1,2,7,6,4,3,1
4151,2,2,2,5,2,1,0
4152,1,2,7,3,3,1,1
4153,1,2,11,1,1,1,2
4154,4,1,6,5,2,1,1
4155,1,1,1,3,1,1,0
4156,1,2,7,1,3,1,1
4157,1,1,7,2,0,1,2
4158,6,2,10,1,4,1,2
4159,1,2,2,3,2,1,0
4160,1,2,2,1,1,2,1
4161,1,2,3,4,3,2,0
4162,1,1,12,1,3,1,2
4163,2,2,3,3,1,2,0
4164,6,2,3,3,3,3,0
4165,5,1,10,1,1,1,2
4166,2,2,4,1,2,3,1
4167,7,1,8,1,1,1,1
4168,1,1,4,2,3,3,1
4169,5,1,8,1,2,1,2
4170,6,2,12,4,7,1,1
4171,4,2,7,4,3,1,1
4172,4,1,5,4,1,2,1
4173,5,2,5,6,4,3,1
4174,1,2,4,4,2,2,1
4175,1,2,5,1,2,1,1
4176,1,1,4,5,0,3,1
4177,9,2,3,2,1,3,2
4178,1,1,7,6,1,1,1
4179,1,1,2,3,2,3,0
4180,1,2,4,1,3,2,0
4181,3,2,8,6,2,1,0
4182,2,2,6,1,6,1,1
4183,1,1,3,1,0,3,0
4184,2,2,4,6,2,1,1
4185,1,1,4,1,2,2,1
4186,8,2,8,1,1,1,2
4187,1,1,7,1,5,1,1
4188,1,2,5,6,1,1,0
4189,1,2,6,1,4,1,1
4190,5,1,6,1,4,1,1
4191,1,1,1,6,5,1,0
4192,1,2,5,2,6,2,2
4193,2,2,6,1,0,1,1
4194,1,1,8,1,2,1,2
4195,3,1,3,3,0,3,0
4196,1,2,3,3,2,1,0
4197,1,2,6,2,1,3,2
4198,1,1,4,3,3,2,0
4199,1,1,7,5,4,1,1
4200,2,1,8,6,3,1,1
4201,1,1,3,4,3,2,2
4202,2,1,1,3,0,2,1
4203,1,1,6,1,3,3,1
4204,1,2,9,4,1,2,2
4205,8,1,6,1,2,1,1
4206,8,2,6,1,5,1,1
4207,6,2,7,2,1,2,2
4208,6,1,1,1,0,1,0
4209,1,1,3,4,4,1,1
4210,1,1,2,1,7,3,1
4211,1,2,7,3,3,2,1
4212,1,1,6,1,0,2,1
4213,1,2,4,2,1,2,1
4214,1,2,6,1,0,1,2
4215,4,2,5,4,3,1,1
4216,1,1,6,1,3,1,1
4217,1,1,6,2,2,3,0
4218,1,1,4,5,0,1,0
4219,1,2,6,1,1,3,1
4220,1,2,6,1,1,1,2
4221,1,1,6,1,1,2,0
4222,1,1,6,3,1,2,0
4223,3,1,2,6,3,1,1
4224,2,1,6,4,3,1,1
4225,2,1,4,1,2,3,0
4226,4,1,2,4,0,1,0
4227,1,2,6,3,2,1,1
4228,1,2,4,2,3,2,0
4229,2,1,2,2,3,1,0
4230,2,1,3,1,1,1,0
4231,1,1,6,1,1,1,2
4232,1,1,6,1,3,1,2
4233,1,1,4,1,4,1,1
4234,1,1,9,4,1,3,1
4235,1,2,6,1,2,1,1
4236,1,1,3,6,4,1,1
4237,1,1,8,2,6,3,0
4238,1,2,5,2,2,3,0
4239,8,1,5,6,4,3,1
4240,9,2,7,6,0,1,0
4241,5,2,7,6,9,3,1
4242,2,1,5,1,5,3,1
4243,4,1,3,4,5,3,1
4244,2,2,1,4,3,2,1
4245,1,2,8,1,2,1,2
4246,1,2,4,5,0,2,2
4247,3,2,5,6,4,3,1
4248,1,2,1,5,1,1,0
4249,2,2,2,6,5,1,0
4250,2,1,7,4,3,1,1
4251,1,2,1,3,2,1,1
4252,2,1,2,4,0,1,0
4253,1,2,8,6,4,3,1
4254,5,2,12,1,6,1,1
4255,2,2,5,1,0,2,0
4256,2,2,5,6,3,1,0
4257,8,2,6,1,2,1,1
4258,5,2,5,4,2,1,1
4259,1,1,6,5,2,1,2
4260,1,1,3,1,3,1,0
4261,1,1,5,3,2,2,0
4262,1,2,7,4,4,1,1
4263,5,2,7,1,5,1,1
4264,6,1,8,6,8,1,0
4265,1,1,6,6,4,1,0
4266,8,2,7,6,5,1,0
4267,1,2,4,3,2,2,1
4268,2,1,7,3,1,2,0
4269,1,1,3,1,3,3,1
4270,5,2,4,6,4,3,0
4271,1,1,12,4,2,2,2
4272,4,1,11,6,9,1,1
4273,1,1,7,3,2,3,1
4274,4,2,12,4,5,3,1
4275,1,1,4,1,1,3,1
4276,1,1,2,4,1,1,1
4277,7,1,4,6,3,1,0
4278,1,1,7,5,4,1,1
4279,1,1,4,2,1,1,0
4280,1,2,7,6,3,1,1
4281,7,2,7,1,2,1,1
4282,1,2,3,4,2,1,0
4283,5,2,3,6,4,3,1
4284,6,2,7,6,1,3,1
4285,6,2,7,4,6,2,1
4286,9,1,2,6,2,1,0
4287,9,1,3,6,5,3,1
4288,7,2,6,1,3,1,2
4289,1,2,4,5,3,1,0
4290,1,1,6,1,2,1,2
4291,1,2,2,6,2,2,0
4292,1,2,9,1,3,1,2
4293,1,2,7,3,1,1,1
4294,1,1,4,1,2,1,0
4295,6,2,8,5,6,1,1
4296,4,1,3,2,1,1,0
4297,4,2,8,1,1,1,2
4298,1,2,7,1,4,1,2
4299,1,1,3,5,0,2,1
4300,1,1,7,5,2,1,2
4301,1,2,3,1,2,2,0
4302,2,2,7,6,6,3,1
4303,1,2,7,3,2,2,1
4304,1,2,4,1,2,1,0
4305,6,1,3,3,2,2,0
4306,1,2,5,1,0,2,0
4307,1,2,3,6,3,1,0
4308,3,1,3,6,0,1,0
4309,2,2,1,6,7,1,0
4310,1,2,12,1,2,1,2
4311,1,1,3,1,1,1,0
4312,1,2,5,6,1,1,0
4313,1,1,5,1,4,2,0
4314,2,1,4,6,9,1,1
4315,2,2,7,2,3,1,1
4316,5,2,6,1,3,1,1
4317,2,2,6,1,3,1,1
4318,1,1,6,1,0,3,0
4319,2,1,6,1,2,1,2
4320,1,2,6,1,7,1,1
4321,1,1,7,4,3,1,1
4322,1,1,4,6,4,1,0
4323,1,1,2,2,7,3,0
4324,1,2,3,2,2,1,1
4325,8,2,7,1,6,3,1
4326,1,2,6,4,3,2,1
4327,7,1,1,6,3,1,0
4328,1,1,4,1,3,3,0
4329,7,1,11,6,8,1,0
4330,1,1,5,3,3,1,1
4331,1,1,1,3,2,1,1
4332,2,2,8,6,2,1,0
4333,1,1,7,6,3,3,1
4334,1,1,7,5,2,1,1
4335,1,2,6,1,8,1,1
4336,1,2,7,2,4,1,1
4337,1,2,3,6,3,1,0
4338,1,2,6,1,2,1,2
4339,1,2,6,2,1,1,1
4340,1,2,3,3,2,1,0
4341,1,1,8,5,2,1,2
4342,1,1,3,3,2,2,0
4343,7,2,4,4,5,2,1
4344,6,1,7,1,1,1,1
4345,6,1,7,4,1,1,1
4346,1,1,5,2,1,2,2
4347,6,1,5,2,1,1,1
4348,1,2,1,4,0,3,1
4349,1,2,7,3,1,1,1
4350,1,1,6,4,3,1,2
4351,1,1,6,1,3,1,2
4352,1,2,7,3,3,1,1
4353,1,2,2,1,2,2,0
4354,2,2,12,1,3,1,2
4355,1,2,4,4,2,1,0
4356,1,1,6,1,5,1,2
4357,6,2,3,4,3,2,0
4358,1,2,5,4,1,2,0
4359,7,1,4,1,3,2,1
4360,1,1,7,3,4,1,1
4361,1,1,4,1,2,1,1
4362,1,2,5,1,4,3,0
4363,1,2,7,5,5,2,0
4364,1,1,12,4,0,2,2
4365,1,2,1,1,2,3,1
4366,6,2,2,6,5,1,0
4367,1,2,4,1,2,2,1
4368,1,1,3,1,1,1,1
4369,5,1,6,6,4,3,1
4370,2,2,5,6,7,1,0
4371,2,2,6,3,3,1,1
4372,2,2,6,2,2,1,1
4373,1,2,5,5,3,1,1
4374,2,1,8,6,2,1,0
4375,1,1,7,3,1,1,1
4376,1,2,5,1,3,1,1
4377,8,2,1,5,1,2,0
4378,1,2,11,1,4,1,1
4379,1,2,6,3,2,1,1
4380,2,2,2,6,9,1,0
4381,1,1,3,6,2,1,1
4382,1,1,6,5,3,2,1
4383,2,1,6,1,1,1,1
4384,2,1,4,1,2,1,0
4385,1,2,9,1,3,1,2
4386,1,2,6,1,5,2,0
4387,9,2,8,6,3,1,0
4388,1,1,6,1,3,2,2
4389,1,1,6,2,0,2,0
4390,1,2,5,3,3,1,1
4391,2,1,4,2,1,2,0
4392,1,2,5,1,1,3,0
4393,7,2,11,1,6,1,1
4394,1,2,6,1,2,1,1
4395,1,1,5,5,0,2,0
4396,2,2,12,4,2,1,2
4397,2,1,4,2,3,1,0
4398,1,2,7,1,1,1,1
4399,2,2,7,6,2,1,1
4400,1,1,2,4,2,2,0
4401,3,1,9,6,5,1,0
4402,9,1,8,6,1,1,1
4403,2,2,5,1,0,3,1
4404,1,1,1,4,3,3,1
4405,1,2,8,6,2,1,0
4406,6,1,7,6,2,1,1
4407,2,2,8,6,6,1,0
4408,1,2,5,2,1,2,2
4409,1,2,7,1,2,1,1
4410,8,2,8,1,2,1,2
4411,8,1,4,1,2,2,1
4412,5,1,8,1,3,3,1
4413,9,1,5,1,3,1,1
4414,1,1,2,2,0,2,1
4415,1,2,7,6,4,3,1
4416,9,1,6,6,1,3,1
4417,6,1,5,4,1,1,1
4418,1,2,6,1,2,1,1
4419,2,1,3,6,9,3,1
4420,8,1,12,6,6,1,1
4421,2,2,7,1,5,1,1
4422,3,2,7,5,3,2,0
4423,1,1,1,4,1,3,1
4424,2,1,3,5,1,1,0
4425,1,1,5,2,3,1,1
4426,7,1,6,4,9,1,1
4427,1,1,9,1,1,1,2
4428,1,2,7,6,3,1,1
4429,1,1,3,1,2,1,0
4430,7,2,9,6,6,1,0
4431,1,1,4,1,5,1,1
4432,3,2,5,4,1,1,2
4433,1,2,8,6,1,1,0
4434,1,1,5,2,3,1,1
4435,1,1,6,4,3,1,2
4436,1,1,6,1,4,1,2
4437,7,2,5,6,4,1,0
4438,5,2,4,1,2,1,0
4439,1,2,4,6,5,1,1
4440,1,1,12,1,2,3,2
4441,2,1,8,6,1,1,0
4442,1,2,6,1,3,3,2
4443,1,1,3,6,3,1,1
4444,3,1,9,1,3,3,1
4445,1,2,7,1,3,1,1
4446,1,1,6,3,1,1,1
4447,2,2,6,1,2,1,1
4448,1,2,4,5,2,2,1
4449,1,1,3,4,3,3,1
4450,2,2,6,6,7,1,1
4451,2,1,3,2,5,2,0
4452,1,1,6,4,2,1,1
4453,1,2,4,5,6,1,0
4454,1,2,4,4,4,2,2
4455,4,1,6,1,4,1,1
4456,1,2,5,6,2,3,1
4457,1,1,9,1,2,1,2
4458,7,2,7,6,0,1,0
4459,2,2,4,1,2,3,1
4460,1,1,9,1,5,2,0
4461,1,1,6,4,2,1,1
4462,7,1,4,2,0,3,1
4463,7,1,6,1,2,1,1
4464,1,1,9,2,5,2,2
4465,1,1,6,1,1,1,1
4466,1,1,7,6,5,1,1
4467,1,2,4,4,2,2,1
4468,1,2,3,2,4,1,0
4469,1,2,7,4,1,1,1
4470,1,2,2,3,2,3,0
4471,4,1,5,5,2,3,1
4472,1,2,6,1,4,1,2
4473,1,2,8,6,0,1,0
4474,2,2,6,6,4,3,1
4475,2,2,5,2,1,2,2
4476,4,2,6,6,3,1,0
4477,1,2,7,3,3,2,1
4478,1,1,5,2,2,1,1
4479,1,2,7,6,4,1,0
4480,1,2,8,1,7,3,0
4481,3,2,1,6,5,3,0
4482,1,1,7,3,0,1,2
4483,1,2,7,6,4,1,0
4484,1,1,6,1,2,3,1
4485,4,2,7,1,2,1,1
4486,1,2,6,1,1,1,1
4487,1,1,4,3,0,2,1
4488,1,2,8,6,2,1,1
4489,5,2,7,4,1,2,2
4490,6,1,7,4,2,1,1
4491,4,1,8,6,5,1,0
4492,1,1,5,3,2,1,1
4493,6,2,7,6,2,3,1
4494,2,2,5,6,3,3,1
4495,2,2,7,5,5,3,0
4496,5,2,3,6,5,1,1
4497,6,2,7,3,3,1,1
4498,5,2,1,6,3,3,1
4499,1,1,3,2,2,2,1
4500,1,2,7,4,6,1,1
4501,1,1,7,3,6,1,1
4502,4,1,1,6,5,1,0
4503,1,2,9,4,9,1,1
4504,8,1,8,1,2,1,2
4505,9,1,8,6,1,1,0
4506,1,1,9,1,3,1,2
4507,2,1,6,1,2,1,2
4508,1,1,8,1,4,3,1
4509,2,2,5,6,4,1,1
4510,1,2,5,5,3,1,1
4511,9,1,3,1,1,3,0
4512,1,2,7,4,2,2,1
4513,1,1,6,4,1,1,1
4514,1,1,7,1,3,1,1
4515,1,1,8,1,1,1,2
4516,1,1,10,5,5,1,1
4517,1,2,7,6,4,1,1
4518,1,2,3,1,0,1,0
4519,2,2,5,4,0,3,0
4520,9,2,6,1,2,1,1
4521,1,1,8,2,2,3,2
4522,1,2,7,3,2,1,1
4523,1,2,3,5,1,1,0
4524,2,2,6,4,3,1,2
4525,1,1,4,1,3,3,1
4526,1,2,10,1,6,1,1
4527,6,1,7,4,2,1,1
4528,5,1,12,4,0,2,2
4529,1,2,5,1,4,3,1
4530,1,2,4,1,2,2,1
4531,1,1,9,1,2,1,1
4532,2,1,5,3,1,2,0
4533,9,2,5,1,4,1,1
4534,1,2,7,3,2,1,1
4535,9,1,6,1,5,1,1
4536,2,2,3,1,1,3,0
4537,1,2,7,1,3,1,1
4538,1,1,3,1,3,3,1
4539,1,2,6,1,1,1,2
4540,1,2,7,4,1,3,2
4541,1,1,8,5,4,1,2
4542,1,2,8,2,3,1,2
4543,8,2,12,4,2,1,1
4544,1,2,4,5,4,2,1
4545,1,1,3,1,2,1,0
4546,5,2,1,4,1,3,1
4547,5,1,4,1,2,1,0
4548,5,2,1,6,5,1,0
4549,2,2,1,4,4,1,0
4550,2,1,3,6,5,1,0
4551,6,1,6,1,2,1,1
4552,1,1,4,1,8,1,1
4553,1,2,4,1,4,3,0
4554,1,2,7,1,3,1,1
4555,2,2,7,6,6,1,1
4556,1,2,3,6,3,1,0
4557,1,2,6,1,1,1,1
4558,2,1,4,6,2,1,0
4559,2,2,7,4,2,1,1
4560,7,1,2,2,1,3,1
4561,1,2,5,2,6,3,2
4562,1,2,3,1,1,3,0
4563,2,2,1,6,4,1,1
4564,6,2,5,1,1,3,1
4565,5,1,1,1,2,1,0
